title,description,photographer,date original,date is approximate?,subject,latitude,longitude,source,holding institution,format original,type,format digital,digital publisher,identifier,digital identifier,rights,rightsstatement,date digital,language,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,,objectid
Saluting the flag,A female soldier salutes the American flag as it raised.,,1987,y,soldiers; camouflage; flags; flagpoles; American flag,,,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-538,PG52-538.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/33,33,195.jp2,/p17254coll3/image/195.jp2,,argonautphotos33
Athletic Trainer,Athletic trainer helping athelete warm up.,,1985,y,sports; American football (sports); universities (institution),,,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-369,PG52-369.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/34,34,515.jp2,/p17254coll3/image/515.jp2,,argonautphotos34
1984 Annual Alumni Phonathon Fundraiser,"Four students working the alumni phonathon beneath a banner that reads """"The $64,000 Quest.""""",,1984,,fundraising; fundraisers; alumni; telephones,,,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-001,PG52-001.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/35,35,90.jp2,/p17254coll3/image/90.jp2,,argonautphotos35
Vandals Women's Basketball game [04],Vandals Women's Basketball game.,Paula Getty,1985,y,sports; basketball; athletes; jerseys,,,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-134,PG52-134.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/36,36,622.jp2,/p17254coll3/image/622.jp2,,argonautphotos36
Registration Day [01],"Students filling the Kibbie dome to register for classes on the playing field. Caption: """"The seemingly endless stream of students continued throughout U of I Registration Day as erollment jumped --- students this semester.""""",Randy Hayes,1987,,stadiums; registration; students; faculty,46.726399,-117.017254,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-517,PG52-517.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/37,37,468.jp2,/p17254coll3/image/468.jp2,,argonautphotos37
Michelle Shine,"Michelle Shine, Freshman, Elementary Education.",,1985,y,portraits; students,,,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-558,PG52-558.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/38,38,164.jp2,/p17254coll3/image/164.jp2,,argonautphotos38
Netra McGrew,Vandals Women's Basketball player Netra McGrew chasing down the ball.,,1985,y,sports; basketball; athletes; jerseys,,,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-148,PG52-148.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/39,39,300.jp2,/p17254coll3/image/300.jp2,,argonautphotos39
Administrators on an airplane,"Administrators on an airplane. From left to right: Butch Holden, Karen Keissling, and President Gibb.",,1986,,administrators; airplanes,,,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-513,PG52-513.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/40,40,444.jp2,/p17254coll3/image/444.jp2,,argonautphotos40
Vandals Men's Basketball vs. Carrol University Pioneers,Vandals basketball vs. Carrol University Pioneers.,Michele Kimberling,1983,y,sports; basketball; jerseys,,,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-086,PG52-086.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/41,41,291.jp2,/p17254coll3/image/291.jp2,,argonautphotos41
Gigantic microscope,A man looking through a gigantic binocular microscope.,,1983,y,equipment; science; binocular microscopes,,,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-269,PG52-269.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/42,42,370.jp2,/p17254coll3/image/370.jp2,,argonautphotos42
Registration Day [02],A faculty member helping a student with their registration in the Kibbie Dome.,,1987,,stadiums; registration; students; faculty,46.726399,-117.017254,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-518,PG52-518.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/43,43,484.jp2,/p17254coll3/image/484.jp2,,argonautphotos43
Marilyn Swanson and Ken Hoyt with Solar Dryer,"UI Nutrition Specialist Marilyn Swanson and Ken Hoyt posing with a solar food dryer in the Philipines. Written on the back of the photo is """"PIP in Philipines."""" PIP stands for """"Postharvest Institute for Perishables.""""",,1983-10,,drying trays; food preparation; solar power,,,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-004,PG52-004.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/44,44,665.jp2,/p17254coll3/image/665.jp2,,argonautphotos44
