title,description,creator,contributors,source,date,date is approximate,subject,location,latitude,longitude,identifier,rights,rightsstatement,type,format,format-original,language,file name,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
Newspaper Article,"Full page newspaper article from the Idahonian, April 22, 1970, """"Water Treatment Plant Serves Moscow"""". Part 4",,City of Moscow,,1970-04-22,,newspapers; water treatment; community,"Moscow, ID",46.731002,-117.032773,Wastewater4,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,text,image/jpg,Newspaper,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/46,46,38.jp2,/lcheritage/image/38.jp2,lcheritage46
Newspaper Article,"Full page newspaper article from the Idahonian, April 22, 1970, """"Water Treatment Plant Serves Moscow"""". Part 5",,City of Moscow,,1970-04-22,,newspapers; water treatment; community,"Moscow, ID",46.73132,-117.032019,Wastewater5,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,text,image/jpg,Newspaper,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/47,47,39.jp2,/lcheritage/image/39.jp2,lcheritage47
Scrapbook page,Miscellaneous photographs. Dorr Oliver Piston Pump - Sludge from Gravity Thickener to Primary Digester; Centrifugal Sludge Pump from Primary Clarifier to Gravity Thickener; lab; sludge truck,,City of Moscow,,1970-01-01,yes,machinery; wastewater management,"Moscow, ID",46.731598,-117.032414,001,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/48,48,40.jp2,/lcheritage/image/40.jp2,lcheritage48
Scum pump,Dorr Oliver Piston scum pump,,City of Moscow,,1970-01-01,yes,machinery; wastewater management,"Moscow, ID",46.731179,-117.031497,002,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/49,49,41.jp2,/lcheritage/image/41.jp2,lcheritage49
Sludge pump,Wemco centrifugal primary sludge pump,,City of Moscow,,1970-01-01,yes,machinery; wastewater management,"Moscow, ID",46.731244,-117.031608,003,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/50,50,42.jp2,/lcheritage/image/42.jp2,lcheritage50
Sludge truck,Liquid sludge truck,,City of Moscow,,1970-01-01,yes,machinery; wastewater management,"Moscow, ID",46.73133,-117.033971,004,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/51,51,43.jp2,/lcheritage/image/43.jp2,lcheritage51
Wastewater treatment lab,"Lab, looking East",,City of Moscow,,1970-01-01,yes,machinery; wastewater management; laboratory,"Moscow, ID",46.731488,-117.031386,005,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/52,52,44.jp2,/lcheritage/image/44.jp2,lcheritage52
Wastewater treatment lab,"Lab, looking Northwest",,City of Moscow,,1970-01-01,yes,machinery; wastewater management; laboratory,"Moscow, ID",46.731473,-117.031558,006,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/53,53,45.jp2,/lcheritage/image/45.jp2,lcheritage53
Scrapbook page,Miscellaneous photographs of the old treatment plant.,,City of Moscow,,1970-01-01,yes,machinery; wastewater management; laboratory,"Moscow, ID",46.731787,-117.032355,007,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/54,54,46.jp2,/lcheritage/image/46.jp2,lcheritage54
50 Year Flood showing the bridge into the plant,"50 year flood February 7, 1996, showing the bridge into the plant",,City of Moscow,,1996-02-07,,floods; water; buildings; work,"Moscow, ID",46.732106,-117.033,023,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-04-03,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/55,55,47.jp2,/lcheritage/image/47.jp2,lcheritage55
"50 Year Flood, at the Chlorine Contact Chamber","50 year flood February 7, 1996, from the Cl2 Contact Chamber",,City of Moscow,,1996-02-07,,floods; water; buildings; work,"Moscow, ID",46.731305,-117.033368,024,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-04-03,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/56,56,48.jp2,/lcheritage/image/48.jp2,lcheritage56
50 Year Flood [2],"50 year flood February 7, 1996, from the Cl2 Contact Chamber",,City of Moscow,,1996-02-07,,floods; water; buildings; work,"Moscow, ID",46.73172,-117.033765,022,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-04-03,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/57,57,49.jp2,/lcheritage/image/49.jp2,lcheritage57
"50 Year Flood, from the Gravity Thickener","50 year flood February 7, 1996, from the Gravity Thickener",,City of Moscow,,1996-02-07,,floods; water; buildings; work,"Moscow, ID",46.731136,-117.033193,025,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-04-03,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/58,58,50.jp2,/lcheritage/image/50.jp2,lcheritage58
Old wastewater treatment plant,Overview of old wastewater treatment plant,,City of Moscow,,1960-01-01,yes,buildings; plans; water,"Moscow, ID",46.731794,-117.032688,026,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/59,59,51.jp2,/lcheritage/image/51.jp2,lcheritage59
Old wastewater treatment lab,Old treatment plant lab had just been built (unknown date),,City of Moscow,,1970-01-01,yes,buildings; plans; water,"Moscow, ID",46.73138,-117.031585,027,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/60,60,52.jp2,/lcheritage/image/52.jp2,lcheritage60
Gravity thickener and primary clarifier,(front) Gravity Thickener (back) Primary Clarifier (to the right) Barmanutor Bar Screen - Influent Flow,,City of Moscow,,1970-01-02,yes,machinery; wastewater management; laboratory,"Moscow, ID",46.731342,-117.033041,008,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/61,61,53.jp2,/lcheritage/image/53.jp2,lcheritage61
Old treatment plant,"Old treatment plant from north side #1 Trickle Filter, looking southeast",,City of Moscow,,1975-01-01,yes,buildings; plans; water,"Moscow, ID",46.73096,-117.031337,030,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/62,62,54.jp2,/lcheritage/image/54.jp2,lcheritage62
Old treatment plant,Overview of Old Treatment Plant from the 1960's,,City of Moscow,,1963-01-01,yes,buildings; plans; water,"Moscow, ID",46.730824,-117.031385,031,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/63,63,55.jp2,/lcheritage/image/55.jp2,lcheritage63
Primary digester and floating dome secondary digester,(left) Primary Digester (right) Floating Dome Secondary Digester,,City of Moscow,,1970-01-03,yes,machinery; wastewater management; laboratory,"Moscow, ID",46.730796,-117.034023,009,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/64,64,56.jp2,/lcheritage/image/56.jp2,lcheritage64
Primary clarifier,Drained Old Plant Primary Clarifier,,City of Moscow,,1975-01-01,yes,buildings; plans; water,"Moscow, ID",46.731604,-117.031031,032,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/65,65,57.jp2,/lcheritage/image/57.jp2,lcheritage65
Chlorine contact chamber,Cl2 Contact Chamber from the old plant. It was installed in 1973,,City of Moscow,,1980-01-01,yes,water; buildings,"Moscow, ID",46.731731,-117.033826,033,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/66,66,58.jp2,/lcheritage/image/58.jp2,lcheritage66
Old treatment plant,"Old plant, including Control Building, Lab, Pump, and Boiler Room",,City of Moscow,,1980-01-01,yes,buildings; plans; water,"Moscow, ID",46.731156,-117.031339,034,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/67,67,59.jp2,/lcheritage/image/59.jp2,lcheritage67
Old treatment plant,Old plant with new sludge delivery truck. Used to spread liquid sludge on U of I farm grounds (1985),,City of Moscow,,1980-01-01,yes,buildings; plans; water,"Moscow, ID",46.731327,-117.03177,035,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/68,68,60.jp2,/lcheritage/image/60.jp2,lcheritage68
Gravity thickener and primary clarifier,"Gravity Thickener and Primary Clarifier, pre-1999",,City of Moscow,,1995-01-01,yes,machinery; water; wastewater,"Moscow, ID",46.731033,-117.03315,036,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/69,69,61.jp2,/lcheritage/image/61.jp2,lcheritage69
anerobic digesters,Shop (left) Anerobic Digesters,,City of Moscow,,1970-01-04,yes,machinery; wastewater management; laboratory,"Moscow, ID",46.730802,-117.034301,010,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/70,70,62.jp2,/lcheritage/image/62.jp2,lcheritage70
Primary clarifier,Primary Clarifier (pre-1999),,City of Moscow,,1995-01-01,yes,machinery; water; wastewater,"Moscow, ID",46.731097,-117.033089,037,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-03-10,2017-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/71,71,63.jp2,/lcheritage/image/63.jp2,lcheritage71
