file name,title,creator,description,date,date is approximate,ccc-camp-number,ccc-company-number,subject,source,location,latitude,longitude,format-original,digital collection,format,identifier,type,contributing institution,language,rights,standardized-rights,oclc number,date created,date modified,cdm_url,cdmid,contentdm-file-name,contentdm-file-path,objectid
,Recreation Hall,,An interior view of the recreation hall at Camp Heyburn.,1935,y,SP-1,C-1995,recreation rooms; pool tables; pianos,Heyburn State Park,Heyburn State Park; Lake Chatcolet,47.3611,-116.761,newspaper clipping,Idaho Civilian Conservation Corps,image/jpeg,HeyburnStatePark_021,Image;StillImage,Heyburn State Park,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/38,38,44.jpg,/cccidaho/image/44.jpg,cccidaho38
,Shelter Construction,,Shelter construction at Camp Heyburn. A man stands inside the shelter.,1935,,SP-1,C-1995,state parks; shelters (single built works); construction (assembly),Heyburn State Park,Heyburn State Park; Lake Chatcolet,47.3611,-116.761,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,HeyburnStatePark_022,Image;StillImage,Heyburn State Park,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/39,39,45.jpg,/cccidaho/image/45.jpg,cccidaho39
,Superintendent Quarters,,An exterior view of the quarters of the Supertintendent of Camp Heyburn.,1935,,SP-1,C-1995,superintendents; houses,Heyburn State Park,Heyburn State Park; Lake Chatcolet,47.3611,-116.761,newspaper clipping,Idaho Civilian Conservation Corps,image/jpeg,HeyburnStatePark_023,Image;StillImage,Heyburn State Park,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/40,40,46.jpg,/cccidaho/image/46.jpg,cccidaho40
,Wishing Well,,Wishing well at Camp Heyburn.,1935,y,SP-1,C-1995,state parks; water wells; wells (structures),Heyburn State Park,Heyburn State Park; Lake Chatcolet,47.3611,-116.761,newspaper clipping,Idaho Civilian Conservation Corps,image/jpeg,HeyburnStatePark_024,Image;StillImage,Heyburn State Park,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/41,41,47.jpg,/cccidaho/image/47.jpg,cccidaho41
,Payette National Forest Service Headquarters,,Aerial view of the Payette National Forest Service Headquarters in McCall. Also shown is the CCC Camp on the shores of Payette Lake.,1938,,,,aerial photographs; administration buildings; national forests,McCall Public Library,"McCall, Idaho; Payette Lake",44.9108,-116.1041,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,McCallPublicLibrary_001,Image;StillImage,McCall Public Library,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/42,42,48.jpg,/cccidaho/image/48.jpg,cccidaho42
,CCC Company 1236,,"Group portrait of company 1236 near Wallace and Prichard, Idaho. The writing on the phot reads: 'CCC Company 1236 Camp F-132 Big Creek Number 2 Idaho.'",1935,y,F-132,C-1236,group portraits; unskilled workers,McCall Public Library,"Big Creek; Wallace, Idaho; Prichard, Idaho",47.5161,-116.0671,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,McCallPublicLibrary_003,Image;StillImage,McCall Public Library,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/43,43,49.jpg,/cccidaho/image/49.jpg,cccidaho43
,Camp Deep Creek,United States Forest Service,Wooden sign to entrance of tent camp reads 'Civilian Conservation Corps Company 952'. Handwritten note reads: 'Road No. N'.,1934,y,F-45,C-952,tents (portable buildings); forests (plant communities); automobiles; barracks; identification signs,Bitterroot National Forest,"Deep Creek, Idaho; darby, montana; Bitterroot National Forest",45.7204,-114.5121,newspaper clipping,Idaho Civilian Conservation Corps,image/jpeg,BitterrootNF_005,Image;StillImage,Bitterroot National Forest,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/44,44,5.jpg,/cccidaho/image/5.jpg,cccidaho44
,Payette National Forest Service Headquarters,,Aerial view of the Payette National Forest Service Headquarters in McCall. Writing on the photo reads: 'McCall CCC Camp 1938.',1938,,,,aerial photographs; administration buildings; national forests; lakes,McCall Public Library,"McCall, Idaho; Payette Lake",44.9108,-116.1041,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,McCallPublicLibrary_002,Image;StillImage,McCall Public Library,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/45,45,50.jpg,/cccidaho/image/50.jpg,cccidaho45
,Camp Deep Creek Swimming Pool,United States Forest Service,Four young men in swim trunks stand near a natural swimming pool dammed by rocks and logs.,1934,y,F-45,C-952,swimming pools; trunks (costume); group portrait; ponds (water),Bitterroot National Forest,"Deep Creek, Idaho; darby, montana; Bitterroot National Forest",45.7204,-114.5121,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,BitterrootNF_006,Image;StillImage,Bitterroot National Forest,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/46,46,6.jpg,/cccidaho/image/6.jpg,cccidaho46
,Camp Deep Creek Swimming Pool,United States Forest Service,View of a natural swimming pool dammed by rocks and logs next to a wooden building.,1934,y,F-45,C-952,swimming pools; forests (plant communities); ponds (water),Bitterroot National Forest,"Deep Creek, Idaho; darby, montana; Bitterroot National Forest",45.7204,-114.5121,newspaper clipping,Idaho Civilian Conservation Corps,image/jpeg,BitterrootNF_007,Image;StillImage,Bitterroot National Forest,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/47,47,7.jpg,/cccidaho/image/7.jpg,cccidaho47
,Magruder Road Construction,United States Forest Service,Two CCC men use machinery as part of the work crew building Magruder Road in the Bitterroot National Forest.,1934,y,,C-952,access roads; construction equipment; forests (plant communities); construction workers; graders; bulldozers,Bitterroot National Forest,Magruder Road; Bitterroot National Forest,45.7204,-114.5121,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,BitterrootNF_008,Image;StillImage,Bitterroot National Forest,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/48,48,8.jpg,/cccidaho/image/8.jpg,cccidaho48
,Magruder Road Construction,United States Forest Service,Two CCC men drill holes for the blasting crew while wearing goggles as part of the work crew building Magruder Road in the Bitterroot National Forest.,1934,y,,C-952,access roads; construction equipment; forests (plant communities); construction workers,Bitterroot National Forest,Magruder Road; Bitterroot National Forest,45.7204,-114.5121,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,BitterrootNF_009,Image;StillImage,Bitterroot National Forest,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/49,49,9.jpg,/cccidaho/image/9.jpg,cccidaho49
,CCC Company Loaded in Trucks,"Luce, D.","CCC company in trucks, with their drivers, homeward bound from work. Typewriting on the photo reads: '#23 _-107 homeward bound from work'.",1935,y,,,construction workers; trucks; group portrait; vehicles (transportation),Central Idaho Historical Museum,"Polluck, Idaho",45.3124,-116.359,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,CentralIdahoHistoricalMuseum_001,Image;StillImage,Central Idaho Historical Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/50,50,51.jpg,/cccidaho/image/51.jpg,cccidaho50
,Camp McCall,,An aerial view of Camp McCall on Payette Lake.,1937,y,,,aerial views; aerial photographs; barracks; forests (plant communities); lakes (bodies of water),Central Idaho Historical Museum,"McCall, Idaho; Payette Lake",44.9108,-116.1041,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,CentralIdahoHistoricalMuseum_002,Image;StillImage,Central Idaho Historical Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/51,51,52.jpg,/cccidaho/image/52.jpg,cccidaho51
,CCC Company at Work,"Luce, D.","Men at work leading a pack train on a mountainside road. Riggins, Idaho.",1935,y,,,roads; draft horses,Central Idaho Historical Museum,"Riggins, Idaho",,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,CentralIdahoHistoricalMuseum_007,Image;StillImage,Central Idaho Historical Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/52,52,53.jpg,/cccidaho/image/53.jpg,cccidaho52
,LEM Group Portrait,"Boydstun, Neal","Group photograph of the Local Experienced Men (LEMS). The signs in front of each man read: 'Towns, Rowland, Ahlson (seated), Ax, Heikkila, (unidentified man), Morefield, Redman, Allred, Jackson (seated), and Henry. The large sign reads: 'C.C.C. Company 277 S-223.' Courtesy of John Boydstun.",1933,,S-223,C-277,group portraits; skilled workers,Central Idaho Historical Museum,"McCall, Idaho",44.9108,-116.1041,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,CentralIdahoHistoricalMuseum_003,Image;StillImage,Central Idaho Historical Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/53,53,54.jpg,/cccidaho/image/54.jpg,cccidaho53
,Blasting in Riggins,"Luce, D.","Dynamite blasting for a road near Riggins, Idaho.",1935,y,,,roads; blasting; rivers,Central Idaho Historical Museum,"Riggins, Idaho",,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,CentralIdahoHistoricalMuseum_006,Image;StillImage,Central Idaho Historical Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/54,54,55.jpg,/cccidaho/image/55.jpg,cccidaho54
,CCC Company Portrait,NOCK photo #400,"CCC company group picture, C-2939, McCall. Handwritten note reads: 'Company 2939 McCall Idaho Porter L. Martin [Com'd'q] [Mar.] 1924 NOCK #400'.",1941,y,F-415,C-2939,unskilled workers; group portraits,Central Idaho Historical Museum,"McCall, Idaho",44.9108,-116.1041,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,CentralIdahoHistoricalMuseum_008,Image;StillImage,Central Idaho Historical Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/55,55,56.jpg,/cccidaho/image/56.jpg,cccidaho55
,Camp Riggins,"Luce, D.",An aerial view of Camp Riggins On the valley floor near the mouth of the river it reads: 'Riggins' and on the cliff face : 'Camp F-106'.,1935,y,F-106,,aerial views; aerial photographs; barracks; rivers,Central Idaho Historical Museum,"Riggins, Idaho",45.4662,-116.3064,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,CentralIdahoHistoricalMuseum_005,Image;StillImage,Central Idaho Historical Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/56,56,57.jpg,/cccidaho/image/57.jpg,cccidaho56
,CCC Company at Work,"Luce, D.",Men at work on a mountainside along a river. Potentially moving rocks to build a road.,1935,y,,,unskilled workers; group portraits; rivers,Central Idaho Historical Museum,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,CentralIdahoHistoricalMuseum_004,Image;StillImage,Central Idaho Historical Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/57,57,58.jpg,/cccidaho/image/58.jpg,cccidaho57
