title,creator,date,description,subject,location,location-lcsh,latitude,longitude,source,identifier,publisher,digital collection,holding institution,collection website,Language,date digital,type,format,rights,rightsstatement,digitization specifications,filename,OCLC number,Date created,Date modified,Reference URL,cdm-id,CONTENTdm file name,CONTENTdm file path,object-id
Motor Grader Excavating (Farm development),"Swanson, A. F.",6/28/1947,"View showing motor grader excavating and rough trimming for asphaltic lining on Pasco Pump Lateral System at PP-7.7 Sta. 13 (2c section). This feature under construction by J.A. Tertling and Sons, Inc., 12 to 15 miles northwest of Pasco, Washington, Specifications 1230.",Columbia Basin Reclamation Project (U.S.);;Farm development,Washington;Franklin County;Pasco,United States--Washington--Franklin County--Pasco,46.258608,-119.240499,"PG 94, Box 1, Folder Farm Development, 3 16065",94-3-16065,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055149,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1299,1299,958.jp2,/crbproj/image/958.jp2,crbp1299
Moving The Sprinkler System (Farm development),"Foss, H.E.",4/17/1950,"Columbia Basin Project, Irrigation Division. The operator of the Winchester development farm is shown moving a 4 inch wheel move sprinkler lateral through the use of a ratchet. The lateral is 720 feet in length and can be moved 60 feet in approximately 5 minutes. The wheels are spaced at 40 foot intervals. H.E. Foss, photographer.",Farm equipment--1940-1950;;Farm development,Washington,United States--Washington,47.126799,-119.621823,"PG 94, Box 1, Folder Farm Development, 4 3664",94-4-3664,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054741,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1324,1324,983.jp2,/crbproj/image/983.jp2,crbp1324
Plowing (Farm development),"Foss, H.E.",4/28/1950,"Columbia Basin Project, Irrigation Division, Pasco Settlers. Plowing scene on Unit 47, with an excellent stand of alfalfa in the background. Ken Marvin is doing the plowing, rents the farm from owner. H. Foss, photographer",Farmers--Washington (State)--1940-1950;;Farm development,Washington,United States--Washington,46.264192,-119.182682,"PG 94, Box 1, Folder Farm Development, 4 3723",94-4-3723,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055630,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1337,1337,996.jp2,/crbproj/image/996.jp2,crbp1337
Plowing Rye (Farm development),"Foss, H.E.",4/28/1950,"Columbia Basin Project, Irrigation Division, Pasco Settlers. Ken Marvin, Unit 47, plows under a field of rye for green manure. The rye was planted last fall as a nurse crop only, and surprised him by growing beyond all expectations",Farmers--Washington (State)--1940-1950;;Farm development,Washington,United States--Washington,46.247506,-119.058065,"PG 94, Box 1, Folder Farm Development, 4 3724",94-4-3724,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054701,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/903,903,1009.jp2,/crbproj/image/1009.jp2,crbp903
Results Of Irrigation (Farm development),"Pomeroy, F. B.",8/24/1949,"Main Lateral, Pasco Unit, showing agricultural development one year after the area began receiving water. Compare this photograph with a pre-irrigation picture taken from the same point. See photo 15429-3",Agriculture--Washington (State)--Pictorial works.;;Farm development,Washington;Franklin County;Columbia Point,United States--Washington--Franklin County--Columbia Point,46.260175,-119.240076,"PG 94, Box 1, Folder Farm Development, 3 20085",94-3-20085,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055177,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1307,1307,966.jp2,/crbproj/image/966.jp2,crbp1307
Setting Gate Vales On Pump (Farm development),"Foss, H.E.",10/20/1949,"Setting one of three 16-inch gate valves on pump discharge pipes in the Burbank Pump Plant. This feature under construction about 7 miles east of Pascoe, Washington by Pfieffer and Hohner. Specifications R1-CB-16 H.E. Foss, photographer",Columbia Basin Reclamation Project (U.S.);;Farm development,Washington;Grant County,United States--Washington--Grant County,46.182088,-118.996377,"PG 94, Box 1, Folder Farm Development, 4 3256",94-4-3256,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054765,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1321,1321,980.jp2,/crbproj/image/980.jp2,crbp1321
Sowing Oats (Farm development),"Foss, H.E.",4/28/1950,"Columbia Basin Project, Irrigation Division, Pasco Settlers. Sowing oats on the Keith Cunningham farm, Unit 37. Looking south, highway in the distance. H. Foss, photographer",Farmers--Washington (State)--1940-1950;;Farm development,Washington,United States--Washington,47.422244,-119.495544,"PG 94, Box 1, Folder Farm Development, 4 3722",94-4-3722,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054730,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1339,1339,998.jp2,/crbproj/image/998.jp2,crbp1339
Temporary Electrical Equipment (Farm development),"Swanson, A. F.",1/5/1949,"PP-8.0 relift pump of 3H.P. used to deliver 3 cu. Ft./sec. to two farm units. Temporary electrical equipment installed on pole structure for 1948 irrigation season. Portable sheet metal house behind house will be set over installation for protection against weather. A.F. Swanson, cameraman",Columbia Basin Reclamation Project (U.S.);;Farm development,Washington,United States--Washington,47.863331,-118.817997,"PG 94, Box 1, Folder Farm Development, 3 18328",94-3-18328,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055657,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1319,1319,978.jp2,/crbproj/image/978.jp2,crbp1319
The Beginning Of Embankment Construction (Farm development),"Foss, H.E.",5/16/1950,"Columbia Basin Project, Irrigation Division, W-3 Laterals, Specs. 2880. Start of embankment construction on Lateral W-25 station 4+00 to 12+50. Borrow area is on right side of lateral within the R/W. Man in foreground is standing at left toe stake at station 4+00. Primary state highway #7 is in the background. Work is being performed by J.A. Tertling and Sons, Inc. Under Schedule 1 of above Specifications. H.E. Foss, photographer.",Columbia Basin Reclamation Project (U.S.);;Farm development,Washington,United States--Washington,47.130988,-119.254188,"PG 94, Box 1, Folder Farm Development,  4 3792",94-4-3792,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055726,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1298,1298,957.jp2,/crbproj/image/957.jp2,crbp1298
Turbulence At The Gate Of Pasco Pump (Farm development),"Foss, H.E.",4/28/1950,"Columbia Basin Project, Irrigation Division, Pasco Pump Plant. View of a typical turnout taken to show amount of turbulence at gat. This turnout is across from Unit 6, on PP. 1.8. H. Foss, photographer",Columbia Basin Reclamation Project (U.S.);;Farm development,Washington;Franklin County;Columbia Point,United States--Washington--Franklin County--Columbia Point,46.260195,-119.240096,"PG 94, Box 1, Folder Farm Development, 4 3716",94-4-3716,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054739,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1309,1309,968.jp2,/crbproj/image/968.jp2,crbp1309
View Of Cracks That Developed In The '48-'49 Winter (Farm development),"Foss, H.E.",4/28/1950,"Columbia Basin Project, Irrigation Division, Block 1, Pasco Pump Unit, Specs. 1230. Main lateral below check at mile 3.4 looking northeast. Asphaltic concrete lining, showing transverse cracks that developed following) degree temperature of winter 1948-49, which have been filled with mastic. H. E. Foss, photographer.",Columbia Basin Reclamation Project (U.S.);;Farm development,Washington;Franklin County;Columbia Point,United States--Washington--Franklin County--Columbia Point,46.260155,-119.240056,"PG 94, Box 1, Folder Farm Development, 4 3707",94-4-3707,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054720,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1305,1305,964.jp2,/crbproj/image/964.jp2,crbp1305
