title,dates,start_date,end_date,year span,description,person of interest,document type,publisher,subject,location,file type,identifier_old,identifier,source,type,format,rightsstatement,language,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Herman and Rose Blackwell Folder,1903-08-03/1972-05-02,1903-08-03,1972-05-02,1903 - 1972,42 pages of family history documents containing and related to Herman Blackwell; Rose Blackwell - including: Land deeds; Oral History; news articles; house pictures/photographs,Herman Blackwell; Rose Blackwell,oral histories;photographs;newspaper clippings;,,Legal Documents; Ranch; Pioneers,McCall; Secesh,Family History Files,Blackwell-Herman-and-Rose,Blackwell-Herman-and-Rose,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/145,145,23.pdf,/mccall/image/23.pdf,mccall145
Carl Shaver Folder,1913-08-10/2013-08-07,1913-08-10,2013-08-07,1913 - 2013,"3 pages of family history documents containing and related to Carl Shaver - including: Short life sketch of Carl Shaver, supermarket chain founder",Carl Shaver,,,Grocer; Charlies Garden; Davidsone Family Partner,McCall,Family History Files,Shaver-Carl,Shaver-Carl,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/146,146,230.pdf,/mccall/image/230.pdf,mccall146
Shaw Family Folder,1889-01-01/2014-01-01,1889-01-01,2014-01-01,1889 - 2014,"47 pages of family history documents containing and related to Ruma Shaw; Elmer Shaw; Clarence Shaw; Leo S Shaw; Bertha Shaw; Fannie Isabel Coonrod; Tom Shaw; Mary Catherine Shaw; Lyle Shaw - including: News Articles, Interviews, and Family Tree on the Shaw Family",Ruma Shaw; Elmer Shaw; Clarence Shaw; Leo S Shaw; Bertha Shaw; Fannie Isabel Coonrod; Tom Shaw; Mary Catherine Shaw; Lyle Shaw,newspaper clippings;,,Homesteader; Rancher,Long Valley; Roseberry; Boulder Creek,Family History Files,Shaw-Family,Shaw-Family,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/147,147,231.pdf,/mccall/image/231.pdf,mccall147
Eugene W Shellworth Folder,1912-08-02/1997-07-02,1912-08-02,1997-07-02,1912 - 1997,1 page of family history documents containing and related to Eugene W Shellworth; Martha Nancy Buckly - including: obituary of Eugene W. Shellworth,Eugene W Shellworth; Martha Nancy Buckly,obituary;,,US Naval Academy; Timber; Saw Mill,Boise,Family History Files,Shellworth-Eugene-W,Shellworth-Eugene-W,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/148,148,232.pdf,/mccall/image/232.pdf,mccall148
Orville Roberts Folder,1925-01-31/1976-04-09,1925-01-31,1976-04-09,1925 - 1976,33 pages of family history documents containing and related to Orville Roberts; Louise Roberts; Bill Roberts; Roberts Farm in Donnelly; Gold Fork Irrigation Co.; Center Irrigation District - including: Oral History between Orville Roberts and Joe Bennett,Orville Roberts; Louise Roberts; Bill Roberts; Roberts Farm in Donnelly; Gold Fork Irrigation Co.; Center Irrigation District,oral histories;,,Homesteader; Builder; Blacksmith; Farmer,Cascade,Family History Files,Roberts-Orville,Roberts-Orville,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/149,149,233.pdf,/mccall/image/233.pdf,mccall149
Eric Olaf Rost Folder,1876-02-20/1976-09-06,1876-02-20,1976-09-06,1876 - 1976,86 pages of family history documents containing and related to Eric Olaf Rost; Nora May (Carter) Rost; Maxine Rost; Ernest Eric Rost - including: Idaho Historical Society Oral History,Eric Olaf Rost; Nora May (Carter) Rost; Maxine Rost; Ernest Eric Rost,oral histories;,,Swedish; Finnish; Carpenter; Farmer,Long Valley,Family History Files,Rost-Eric-Olaf,Rost-Eric-Olaf,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-12-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/150,150,234.pdf,/mccall/image/234.pdf,mccall150
Gary Shimun Folder,1995-07-06/1997-08-13,1995-07-06,1997-08-13,1995 - 1997,2 pages of family history documents containing and related to Gary Shimun - including: City manager Star News Article,Gary Shimun,newspaper clippings;,Star News;,1995; First McCall City Manager,McCall,Family History Files,Shimun-Gary,Shimun-Gary,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/151,151,235.pdf,/mccall/image/235.pdf,mccall151
Harry Shellworth Folder,1925-06-01/2001-12-31,1925-06-01,2001-12-31,1925 - 2001,"12 pages of family history documents containing and related to Harry Shellworth; SITPA; TPA; Gold Lace Lookouts; Forest Service; CCC Program; Roger Taylor; Vera Taylor;Al Noyesl Marita Noyes;Dave Lewis Ranch - including: Outdoor Life Magazine, Pages copied from (unknown) book with history information,Chapter titled, ""SITPA, Harry Shellworth & Gold Lace Lookouts",Harry Shellworth; SITPA; TPA; Gold Lace Lookouts; Forest Service; CCC Program; Roger Taylor; Vera Taylor;Al Noyesl Marita Noyes;Dave Lewis Ranch,,,Big Game Hunting; SITPA Founder; Boise-Payette Lumber Company; Civilian Conservation Corps; Forest Service Lookouts,Yellow Pine; Big Creek,Family History Files,Shellworth-Harry,Shellworth-Harry,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/152,152,236.pdf,/mccall/image/236.pdf,mccall152
Velma Shoemaker Folder,1924-02-12/1983-09-21,1924-02-12,1983-09-21,1924 - 1983,"2 pages of family history documents containing and related to Velma Shoemaker; Long Valley Preservation Society; Secretary for the Chamber of Commerce; Co-chairmen of 1969 Winter Carnival - including: Personal written history, Star News",Velma Shoemaker; Long ValleyPreservation Society; Secretary for the Chamber of Commerce; Co-chairmen of 1969 Winter Carnival,newspaper clippings;written history;,Star News;Long Valley Advocate;,Co-Founder of Long Valley Preservation Society; Volunteer,,Family History Files,Shoemaker-Velma,Shoemaker-Velma,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/153,153,237.pdf,/mccall/image/237.pdf,mccall153
Anna Sisk Folder,1833-03-30/1886-12-31,1833-03-30,1886-12-31,1833 - 1886,1 page of family history documents containing and related to Anna Sisk; Anna Elizabeth Sisk; Mrs. Stephen Sisk; Mrs. L. M. Sisk; James Horner; Stephen Murphy Sisk; Lizzie Moore; - including: Personal reflection outline,Anna Sisk; Anna Elizabeth Sisk; Mrs. Stephen Sisk; Mrs. L. M. Sisk; James Horner; Stephen Murphy Sisk; Lizzie Moore;,,,First Baby Born in Valley County,Crawford; Valley County,Family History Files,Sisk-Anna,Sisk-Anna,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/154,154,238.pdf,/mccall/image/238.pdf,mccall154
Edward Neil Smith Folder,1986-04-17/1988-04-30,1986-04-17,1988-04-30,1986 - 1988,12 pages of family history documents containing and related to Edward Neil Smith; Bill Killen; Michael Henderson; Airman Mark Eugene Patterson; Donald Smith - including: Articles,Edward Neil Smith; Bill Killen; Michael Henderson; Airman Mark Eugene Patterson; Donald Smith,,,Murderer of Valley County; Trial; Car Theft; Crime,Valley County,Family History Files,Smith-Edward-Neil,Smith-Edward-Neil,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/155,155,239.pdf,/mccall/image/239.pdf,mccall155
Jenni Blake Folder,1995-10-12,1995-10-12,,1995 - 1995,1 page of family history documents containing and related to Jenni Blake - including: Star News article,Jenni Blake,newspaper clippings;,Star News;,Marathon,McCall,Family History Files,Blake-Jenni,Blake-Jenni,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/156,156,24.pdf,/mccall/image/24.pdf,mccall156
Laurence A. Smith Folder,1991-11-07/1995-08-10,1991-11-07,1995-08-10,1991 - 1995,1 page of family history documents containing and related to Laurence A. Smith; Larry Smith; Idaho Small Business Development Center - including: Long Valley Advocate news report,Laurence A. Smith; Larry Smith; Idaho Small Business Development Center,newspaper clippings;,Long Valley Advocate;,McCall Mayor; Economic Development Council,McCall,Family History Files,Smith-Laurence-A,Smith-Laurence-A,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/157,157,240.pdf,/mccall/image/240.pdf,mccall157
Mark Dale Smith Folder,1994-09-29,1994-09-29,,1994 - 1994,1 page of family history documents containing and related to Mark Dale Smith; National Endowment for the Arts; McCall Arts & Humanities Council - including: The Star News,Mark Dale Smith; National Endowment for the Arts; McCall Arts & Humanities Council,newspaper clippings;,Star News;,Woodworker; Custom Furniture,New Meadows,Family History Files,Smith-Mark-Dale,Smith-Mark-Dale,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/158,158,241.pdf,/mccall/image/241.pdf,mccall158
Suzi Smith Folder,1994-08-25,1994-08-25,,1994 - 1994,1 page of family history documents containing and related to Suzi Smith; Tim Halbom; Neuro Linguistics Programming Conference - including: Article in The Star News,Suzi Smith; Tim Halbom; Neuro Linquistics Programming Conference,newspaper clippings;,Star News;,Author; Neurolinguistic Programmer,,Family History Files,Smith-Suzi,Smith-Suzi,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/159,159,242.pdf,/mccall/image/242.pdf,mccall159
Curt Spaulding Folder,1993-06-24,1993-06-24,,1993 - 1993,2 pages of family history documents containing and related to Curt Spaulding; Liz Warner; McCall Folklore Society; McCall Summer Music Festival. - including: The Star News,Curt Spaulding; Liz Warner; McCall Folklore Society; McCall Summer Music Festival.,newspaper clippings;,Star News;,McCall Folklore Society; Music Society; Alpine Playhouse,McCall,Family History Files,Spaulding-Curt,Spaulding-Curt,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/160,160,243.pdf,/mccall/image/243.pdf,mccall160
Gladys Shelton Folder,1911-09-28/1989-01-02,1911-09-28,1989-01-02,1911 - 1989,185 pages of family history documents containing and related to Gladys Shelton; LeRoy James Pospisil - including: Hand written Reflections and Memories,Gladys Shelton; LeRoy James Pospisil,written history;,,English; Douglass Aircraft Company; Boeing; University of Idaho,,Family History Files,Shelton-Gladys,Shelton-Gladys,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/161,161,244.pdf,/mccall/image/244.pdf,mccall161
