title,description,creator,date,subject,coverage,digital collection,holding institution,source,identifier,rights,rightsstatement,media type,type,format,digitization specifications,language,date digital,full text,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
"The Family Tree : 1939, January","Vol. 3 No. 4, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1939-01,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3901,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/131,131,132.pdf,/spec_pot/supp/131/index.pdf,spec_pot131
"The Family Tree : 1939, February","Vol. 3 No. 5, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1939-02,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3902,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/223,223,224.pdf,/spec_pot/supp/223/index.pdf,spec_pot223
"The Family Tree : 1939, March","Vol. 3 No. 6, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1939-03,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3903,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/140,140,141.pdf,/spec_pot/supp/140/index.pdf,spec_pot140
"The Family Tree : 1939, April","Vol. 3 No. 7, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1939-04,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3904,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/149,149,150.pdf,/spec_pot/supp/149/index.pdf,spec_pot149
"The Family Tree : 1939, May","Vol. 3 No. 8, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1939-05,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3905,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/167,167,168.pdf,/spec_pot/supp/167/index.pdf,spec_pot167
"The Family Tree : 1939, June","Vol. 3 No. 9, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1939-06,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3906,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/185,185,186.pdf,/spec_pot/supp/185/index.pdf,spec_pot185
"The Family Tree : 1939, July","Vol. 3 No. 10, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1939-07,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3907,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/194,194,195.pdf,/spec_pot/supp/194/index.pdf,spec_pot194
"The Family Tree : 1939, August","Vol. 3 No. 11, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1939-08,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3908,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/176,176,177.pdf,/spec_pot/supp/176/index.pdf,spec_pot176
"The Family Tree : 1939, September","Vol. 3 No. 12, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1939-09,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3909,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/158,158,159.pdf,/spec_pot/supp/158/index.pdf,spec_pot158
"The Family Tree : 1939, October","Vol. 4 No. 01, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1939-10,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3910,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/203,203,204.pdf,/spec_pot/supp/203/index.pdf,spec_pot203
"The Family Tree : 1939, November","Vol. 4 No. 02, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1939-11,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3911,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/232,232,233.pdf,/spec_pot/supp/232/index.pdf,spec_pot232
"The Family Tree : 1939, December","Vol. 4 No. 03, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1939-12,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3912,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/212,212,213.pdf,/spec_pot/supp/212/index.pdf,spec_pot212
"The Family Tree : 1940, January","Vol. 4 No. 4, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1940-01,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/374,374,375.pdf,/spec_pot/supp/374/index.pdf,spec_pot374
"The Family Tree : 1940, February","Vol. 4 No. 5, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1940-02,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/392,392,393.pdf,/spec_pot/supp/392/index.pdf,spec_pot392
