title,opponent,abbreviation,sport,date,year,location,stadium,latitude,longitude,score,notes,identifier,original collection,digital collection,publisher,rights,standardized rights,format-original,format,type,duration,digital preservation filename,id number,disc number,youtube-id,reference url,cdm-id,object-id
"University of Idaho vs. Washington State University (Football), 10/30/1948",Washington State University,WSU,Football,1948-10-30,1948,"Pullman, WA",Rodgers Field,46.731806,-117.160444,14 - 19 (L),,UG64-WSU1948-1_123,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:36:47,UG64-WSU1948-1_123.avi,1_123,123,qHxbzTCmr1g,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/24,24,vandalvideo24
"University of Idaho vs. Washington State University (Football), 10/14/1961",Washington State University,WSU,Football,1961-10-14,1961,"Pullman, WA",Rodgers Field,46.731806,-117.160444,0 - 34 (L),,UG64-WSU1961-1_135,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:38:33,UG64-WSU1961-1_135.avi,1_135,135,_FCzd9rDxNw,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/25,25,vandalvideo25
"University of Idaho vs. Washington State University (Basketball), 01/09/1962",Washington State University,WSU-bb,Basketball,1962-01-09,1962,"Pullman, WA",Bohler Gymnasium,46.732783,-117.162173,75 - 74 (W),1962: one reel,UG64-WSU-bb1962-1_136a,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:06:14,UG64-WSU-bb1962-1_136.avi,1_136a,136,P4FxKU2y6go,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/26,26,vandalvideo26
"University of Idaho vs. Washington State University (Football), 10/02/1965",Washington State University,WSU,Football,1965-10-02,1965,"Pullman, WA",Rodgers Field,46.731806,-117.160444,17 - 13 (W),missing reel,UG64-WSU1965-1_138,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:20:59,UG64-WSU1965-1_138.avi,1_138,138,F1gCXbn0N3w,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/27,27,vandalvideo27
"University of Idaho vs. Washington State University (Basketball), 12/21/1966",Washington State University,WSU,Basketball,1966-12-21,1966,"Moscow, ID",Memorial Gymnasium,46.726389,-117.01375,49 - 47 (W),,UG64-WSU1966-1_139,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:33:28,UG64-WSU1966-1_139.avi,1_139,139,pJAUsbHxa8c,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/28,28,vandalvideo28
"University of Idaho vs. Washington State University (Football), 10/22/1966",Washington State University,WSU,Football,1966-10-22,1966,"Moscow, ID",Neale Stadium,46.726113,-117.015671,7 - 14 (L),,UG64-WSU1966-1_140,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:22:00,UG64-WSU1966-1_140.avi,1_140,140,DlLEBRIW7cs,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/29,29,vandalvideo29
"University of Washington v. Washington State College (Football), 10/23/1926",University of Washington v. Washington State College,UWvsWSU,Football,1926-10-23,1926,"Seattle, WA",Husky Stadium,47.650278,-122.301667,UW: 6 - WSC: 9 (L),"MG 23, Item 29",UG64-UWvsWSU1926-1_102b,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:11:05,UG64-UWvsWSU1926-1_102b.avi,1_102b,102,eqJUCcwIlKE,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/30,30,vandalvideo30
"University of Idaho vs. University of Texas-El Paso (Football), 09/08/1973",University of Texas-El Paso,UTexElPaso,Football,1973-09-08,1973,"Moscow, ID",Idaho Stadium,46.726113,-117.015671,62 - 14 (W),Offense-Defense-Offense-Defense,UG64-UTexElPaso1973-1_105,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:53:30,UG64-UTexElPaso1973-1_105.avi,1_105,105,6pPL3jfFPzY,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/31,31,vandalvideo31
"University of Idaho vs. Washington State University (Football), 11/11/1967",Washington State University,WSU,Football,1967-11-11,1967,"Pullman, WA",Rodgers Field,46.731806,-117.160444,14 - 52 (L),,UG64-WSU1967-1_141,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:33:11,UG64-WSU1967-1_141.avi,1_141,141,qTMzChR9sAM,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/32,32,vandalvideo32
"University of Idaho vs. Washington State University (Basketball), 12/12/1969",Washington State University,WSU-bb,Basketball,1969-12-12,1969,"Pullman, WA",Bohler Gymnasium,46.732783,-117.162173,63 - 84 (L),,UG64-WSU-bb1969-1_144a,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:54:57,UG64-WSU-bb1969-1_144.avi,1_144a,144,XhlFNG36cAg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/33,33,vandalvideo33
"University of Idaho vs. Boise State University (Football), 11/17/1984",Boise State University,"Boise, IDSt",Football,1984-11-17,1984,"Boise, ID",Bronco Stadium,43.602798,-116.195833,37 - 0 (W),,"UG64-Boise, IDSt1984-1_15b",Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:31:39,"UG64-Boise, IDSt1984-1_15b.avi",1_15b,15,XaDazNH8hQs,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/34,34,vandalvideo34
