title,creator,date,description,subject,location,region,latitude,longitude,source,identifier,publisher,digital collection,holding institution,collection website,Language,date digital,type,format,rights,rights (standardized),digitization specifications,filename,OCLC number,Date created,Date modified,Reference URL,cdm-id,CONTENTdm file name,CONTENTdm file path,object-id
Powerhouse construction--concrete placement in powerhouse,United States. Army. Corps of Engineers.,1939-01-20,Men working inside powerhouse,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.961522,-118.97422,"PG 94, Box 1, Powerhouse Construction, 3 4755",94-3-4755,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055224,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1127,1127,1233.jp2,/crbproj/image/1233.jp2,crbproj233
Powerhouse construction--construction of the R-1 scroll case,"Pomeroy, F.B.",1948-08-17,Progress view of the stage of construction on the R-1 scroll case.,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.961511,-118.97411,"PG 94, Box 1, Powerhouse Construction, 3 17703",94-3-17703,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055689,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1126,1126,1232.jp2,/crbproj/image/1232.jp2,crbproj232
Powerhouse construction--east powerhouse foundation [01],"Pomeroy, F.B.",1941-01-25,View of the east powerhouse foundation with Grand Coulee in the background.,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.961566,-118.97466,"PG 94, Box 1, Powerhouse Construction, 2 4060",94-2-4060,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055747,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1131,1131,1237.jp2,/crbproj/image/1237.jp2,crbproj237
Powerhouse construction--East Powerhouse foundation [02],"Pomeroy, F.B.",1941-08-07,Progress photos of the East Powerhouse as of date.,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.961577,-118.97477,"PG 94, Box 1, Powerhouse Construction, 2 4483",94-2-4483,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055120,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1134,1134,1240.jp2,/crbproj/image/1240.jp2,crbproj240
Powerhouse construction--installing reinforcing steel,"Pomeroy, F.B.",1949-08-16,"Feeder Canal. Specs. 2586. J.A. Terteling and Sons Inc., Contractors. This photograph was taken on the extreme west end of the Electric City Storage Yard. The sub-contractor, the Steel Construction Co., who have the contract with J.A. Terteling and Sons for furnishing and installing reinforcing steel is fabricating concrete support blocks for the reinforcing steel. In the left center of this photo are forms for 6' blocks and right center are forms for 2 3/4' blocks. The contractor will fill these forms with a mix of 2 1/2 of sand to 1 cement, then, after this has partially set, the blocks are cut up into desired sizes.",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Electric City,Electric City,47.942818,-119.021437,"PG 94, Box 1, Powerhouse Construction, 3 19976",94-3-19976,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055221,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1133,1133,1239.jp2,/crbproj/image/1239.jp2,crbproj239
Powerhouse construction--laying plywood for pour in West Powerhouse,"Roderick, J.D.",1949-06-17,"Residency No. 3, Specifications 2329, Unit R-3, Second Stage Concrete, Barrel Pour No. 9 to Elevation 977.0 and Pour No. 10 Elevation 978.87 Slab, Right Powerhouse. June 17, 1949. Contractor: Morrison-Knudsen Company, Inc. and Peter Kiewit Sons' Company. View looking down on Elevation 977.0, Barrel pour No. 9 completed to elevation 977.0 and carpenters laying plywood for ceiling of pour No. 10, Elevation 978.87 Slab. Work performed after the carpenters returned to work June 13, 1949.",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.959611,-118.97611,"PG 94, Box 1, Powerhouse Construction,3 19421",94-3-19421,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055134,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1138,1138,1244.jp2,/crbproj/image/1244.jp2,crbproj244
Powerhouse construction--lowering tube,"Pomeroy, F.B.",1940-01-02,Lowering tube for placement in outlet works at elevation 1137.,Dam construction--Washington (State)--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.957208,-118.975142,"PG 94, Box 1, Powerhouse Construction, 3 5537",94-3-5537,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054673,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1165,1165,1271.jp2,/crbproj/image/1271.jp2,crbproj271
Powerhouse construction--outlet tube gate,"Robinson, H.C.",1940-02-29,Outlet tube gate construction,Dam construction--Washington (State)--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.956791,-118.977352,"PG 94, Box 1, Powerhouse Construction, 3 5736",94-3-5736,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054639,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1166,1166,1272.jp2,/crbproj/image/1272.jp2,crbproj272
Powerhouse construction--Penstock liner,"Robinson, H.C.",1940-01-10,East side of Penstock liner. Man inside liner gives scale.,Dam construction--Washington (State)--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.959363,-118.974499,"PG 94, Box 1, Powerhouse Construction, 3 5577",94-3-5577,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055681,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1168,1168,1274.jp2,/crbproj/image/1274.jp2,crbproj274
Powerhouse construction--pit #7 in West Powerhouse,"Pomeroy, F.B.",1941-02-14,Looking up from pit #7 in West Powerhouse--natural illumination,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.959601,-118.97601,"PG 94, Box 1, Powerhouse Construction,2 3976",94-2-3976,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055660,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1137,1137,1243.jp2,/crbproj/image/1243.jp2,crbproj243
Powerhouse construction--powerhouse and transformer deck,"Pomeroy, F.B.",1942-04-28,View of East Powerhouse and transformer deck with outlet tubes in background.,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.961601,-118.97423,"PG 94, Box 1, Powerhouse Construction, 2 4312",94-2-4312,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054668,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1132,1132,1238.jp2,/crbproj/image/1238.jp2,crbproj238
