title,creator,description,date,subject,source,ids,publisher,format-original,type,format,location,latitude,longitude,object-id
Dworshak Dam Project 1 (1963),"Curtis, A.B. Orofino","Aerial view of what the country at the dam site looked like before any construction. Note on back: 'This is Bruce's Eddy, the first name of the dam. Later it was changed and the name by Congressional action became Dworshak, after Senator Dworshak. Here you see the right angle turn of the river. Just below this is the location of the structure to be as you will later see. The little foot bridge across the river went over to the Merry place. People who lived on the little farm that you will note. The road went from Orofino to Dent, upstream some 20 miles. In far distance, downstream, you will see Ahsahka (just a little of it) and the Riverside area of what became later a part of Orofino.'",1963, 1963,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00693,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,584
Dworshak Dam Project 92 (concrete),"Curtis, A.B. Orofino",Aerial view showing the very start of laying concrete on the base of the dam.  Also is seen the mouth of the diversion tunnel.,1968,  tunnel; concrete,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00843,,color photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.513913,-116.297579,578
Dworshak Dam Project 97 (coffer dam),"Curtis, A.B. Orofino","Aerial view shows from upstream the coffer dam.  Note the flat top for parking, diversion tunnel & the  very base of the dam being placed.",1969,  coffer dam; parking lot; tunnel,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00848,,color photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,583
Dworshak Dam Project 20 (Aerial View),,"Aerial view taken down-stream from the dam, looking upstream- lower end of diversion tunnel, & the Coffer dam under construction.",1/9/1969, aerial view; downstream; coffer dam; construction;  diversion tunnel,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00713,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.515758,-116.298196,721
Dworshak Dam Project 63 (Aerial view of contractors camp),,Aerial view- the contractors camp is just coming into view on the right. The diversion tunnel starts on upstream side.,1966,  aerial view; contractors camp; diversion tunnel,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00794,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,553
Orofino Group Asks Support of Clearwater Dams Program,,An appeal that residents of Lewiston support the river development program on Clearwater river,10/23/1953,Residents; Lewiston; Clearwater River;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-071,Lewiston Morning Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,865
Penny Cliffs,"Curtis, Bert [?]",Approximate acreage of the Penny Cliffs pool.,3/12/1955,"bert curtis; Game habitat; Penny Cliffs;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-006,,,text,application/pdf,Dworshak Dam (Idaho),,,225
Wildlife Club Opposes Dams on Clearwater,,Argument that there should be no dam due to wildlife,11/28/1953,Wildlife; Clearwater Dam;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-006,Lewiston Morning Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,737
Wildlifers Are Concerned Over Dam Proposals,,Argument that there should be no dam due to wildlife,11/23/1953,Wildlife; Clearwater Dam;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-007,Coeur D'Alene Press,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,739
Dworshak Dam Project 175 (arial view),"Curtis, A.B. Orofino","Arial photograph of the area under construction.  You can see the lower coffer dam, upper coffer dam and dry area between, as well as the diversion tunnel.  Arial view from high elevation.",1967,  arial view; coffer dam; upper; lower; diversion tunnel,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-04023,,color photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.515758,-116.298196,670
A Full Day's Work for the Engineers,,Army Corps of Engineers had a hearing on regional river development at Orofino.,11/15/1953,Army Corps; Engineers; Orofino; River;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-100,Lewiston Morning Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,921
Outdoors Notebook,"Parsons, Jim",Army engineers discuss Clearwater drainage,11/12/1953,Army; Engineers; Clearwater;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-049,Sandpoint News-Bulletin,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,823
Outdoors Notebook,"Parsons, Jim",Army engineers discuss Clearwater drainage,11/12/1953,Army Engineers; Clearwater; River;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-056,Coeur D'Alene Press,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,837
Engineers Start Surveys of Snake River Dam sites,,Army Engineers has started new surveys of eight hydroelectric dam sites in the middle Snake river basin,8/26/1953,Army Engineers; Snake River;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-110,The Idaho Daily Statesman,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,941
Politically Speaking,John Corlett,Army Engineers will make their investigation on the middle Snake river,11/16/1953,Army Engineers; Snake river;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-104,,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,929
Dworshak Dam Project 6 (Artist's idea),,Army photo showing artist's idea of construction,1965,  artist's idea; construction; Army,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00699,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,688
Dworshak Dam Project 74 (Color photo of dam),,As the dam looked on April 26. About 100 ft. to go.,4/26/1971,  April 26,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00812,,color photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.513913,-116.297579,560
Dworshak Dam Project 43 (Mr. Curtis),,At ground-breaking program several civic groups got together & furnished hot dogs. Mr. Curtis & Col. Hyzer are shown.,1966,  hot dogs; ground-breaking; Mr. Curtis; Colonel Hyzer,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00770,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.513913,-116.297579,529
Dworshak Dam Project 45 (dynamite),,"At the program a dynamite shot was made to signify that a start had been made. Note on image: 'This shot was made from the platform. See the dust and rock flying. Mrs. Dworshak touched the button.'",1966,  ground-breaking; dynamite; Mrs. Dworshak; dust; rock,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00772,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,531
Dworshak Dam Project 30 (Orofino),,Banner across street in Orofino - propaganda we used to get $ for political effort for the dam.,     1960, banner; street; Orofino; propaganda; political effort,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00728,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.480124,-116.252904,516
Dworshak Dam Project 29 (Banner),,"Banner across the street in Orofino - organization about town to raise money for the effort in getting the dam. Note on back: 'We had an organization about town to raise money for the effort in getting the dam. Here is a banner across the street. Dues to belong to  'Clearwater Dams' was $1.00  or whatever you could spare. It did not come close to raising the money we eventually spent and we had to go for a lot of contributed labor and expense from other sources. County Sheriff Fred Pomeroy, on left. '",     1960, banner; street; Orofino; raise money; organization; County Sheriff; Fred Pomeroy; Clearwater Dams,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00727,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.480124,-116.252904,515
3 Projects for Power Presented,Paul P. Ewing,Basin Inter-Agency discuss proposals at Boise session,1/14/1954,Boise; Basin Inter-Agency;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-024,The Oregonian,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,773
Letter to Len Jordan,"Curtis, Bert","Bert Curtis confirms a visit by Len Jordan, and includes an itinerary",8/11/1971,"bert curtis; Jordan, Len;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-077,,Correspondence Files,text,application/pdf,Dworshak Dam (Idaho),,,201
Letter to Richard M. Connell,"Curtis, Bert","Bert Curtis defends hydropower. Attached are aticles from January 28, 1971 from the  New York Times and a Desert News.",1/28/1971,"bert curtis; Connell, Richard M.;  Corps of Engineers; New York Times;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-069,,Correspondence Files,text,application/pdf,Dworshak Dam (Idaho),,,186
A letter to Paul H. Symbol,"Curtis, Bert",Bert Curtis discusses cottages surrounding the Dworshak reservior,11/21/1960,"bert curtis; Symbol, Paul H.; Bruces Eddy;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-044,,Correspondence Files,text,application/pdf,Dworshak Dam (Idaho),,,107
Letter to Max Tysor [2],"Curtis, Bert",Bert Curtis discusses new developments in the construction of the dam,4/17/1971,"bert curtis; Tysor, Max K.; ","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-072,,Correspondence Files,text,application/pdf,Dworshak Dam (Idaho),,,179
A letter to Gracie Pfost,"Curtis, Bert","Bert Curtis explains the economic situation of North Idaho, in hopes of speeding up the Bruces Eddy legislation",7/17/1962,"Pfost, Gracie; bert curtis; Bruces Eddy;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-056,,Correspondence Files,text,application/pdf,Dworshak Dam (Idaho),,,141
Farewell party for Connell,"Murray, O.F. ; Curtis, Bert",Bert Curtis is invited to a farewell party for Richard Connell. Curtis declines the invitation to Richard Connell's farewell party,6/12/1973,"bert curtis; Murray, O.F.; Connell, Richard M.; Corps of Engineers;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-079,,Correspondence Files,text,application/pdf,Dworshak Dam (Idaho),,,204
Bert Curtis replies to the Walla Walla Chamber of Commerce,"Curtis, Bert",Bert Curtis replies to the Walla Walla Chamber of Commerce,6/18/1971,"bert curtis; Walla Walla Chamber of Commerce;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-076,,Correspondence Files,text,application/pdf,Dworshak Dam (Idaho),,,195
Success Achieved with Bruce's Eddy Authorization,,Bert Curtis was enthusiastic over the success Senator Frank Church in keeping the Bruce's Eddy  intact after flood,10/18/1962,Bert Curtis; Frank Church; Bruce's Eddy; Flood;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-089,The Clearwater Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,899
Curtis Says Bruce's Eddy Dam Would Not Endanger Elk Herds,,"Bert Curtis, Republican nominee for First Congressional District, project on the Clearwater River would not endanger elk herds",10/7/1953,Bert Curtis; Republican; Elk herds; Clearwater river;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-051,Cambridge,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,827
Curtis Eyes Future,Don Walker,"Bert Curtis, the man you helped get the Dworshak Dam into construction",11/6/1966,Bert Curtis;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-134,Sportsman Review,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,976
Engineers Plan Damsite Check Above Salmon,,Boats are taking people up the Snake River from Lewiston on Field surveys beginning at the mouth of the Salmon River,9/16/1953,Boats; Snake River; Salmon River;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-116,Lewiston Morning Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,953
Brink Club Backs 4 Dams in Clearwater,,Brink-and-A-Half Club endorsed four storage dams proposed by the Army Corps of Engineers for Clearwater River,11/16/1953,Brink-And-A-Half Club; Dams; Army Corps; Engineers; Clearwater; River;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-103,Lewiston Morning Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,927
