page,title,headline,text,mediacredit,coordinates,morethan1,pick,cdmid,format,imagedate,objectid,identifier,location,architect,date,date-range,costs,costnotes,description,additions,usehistory,namehistory,standing,standingnotes,sources,marker,search,
HumanResourcesandProcurementServices.html,Human Resources and Procurement Services,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/HumanResourcesandProcurementServices.html"">Human Resources and Procurement Services</a>",<strong>Dates:</strong> 1990-<br /><br /><strong>Architect: </strong> Munir Daud and Assoc. (Pullman),"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03085.html"">3102</a>","46.729391,-117.005604",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3102/full/pct:70/0/default.jpg,3102,image/jpeg,2013-11-12,campus03085,3102,6th Street 415 W. 6th St,Munir Daud and Assoc. (Pullman),1990,1990-,,,,,Formerly Murdochs restaurant; was purchased by the University and renovated in 1990; currently houses administrative offices.,,Standing Building,,"Morton, Facilities Architecture Drawing Archives",wht_diamond,"Human Resources and Procurement Services | 46.729391,-117.005604 | 6th Street 415 W. 6th St | Munir Daud and Assoc. (Pullman) | 1990- |  |  |  |  |  | Formerly Murdochs restaurant; was purchased by the University and renovated in 1990; currently houses administrative offices. |  |",
ITank(New).html,I Tank (New),"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/ITank(New).html"">I Tank (New)</a>",<strong>Dates:</strong> 1952-<br /><br /><strong>Architect: </strong> Supplier: Pittsburgh Des Moines Steel Co.,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02869.html"">89-4</a>","46.723677,-117.013157",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/1941/full/pct:70/0/default.jpg,1941,image/jpeg,1952,campus02869,89-4,Arboretum Hill,Supplier: Pittsburgh Des Moines Steel Co.,1952,1952-,,,"Steel construction, 500,000 gallon capacity",,Campus water supply storage,,Standing Building,,"Cards, UG 12 (2330)",wht_diamond,"I Tank (New) | 46.723677,-117.013157 | Arboretum Hill | Supplier: Pittsburgh Des Moines Steel Co. | 1952- |  |  |  | Steel construction, 500,000 gallon capacity |  | Campus water supply storage |  |",
ITower.html,I Tower,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/ITower.html"">I Tower</a>","<strong>Dates:</strong> 1916-<br /><strong>Cost:</strong> $5,052<br /><strong>Architect: </strong> Unknown","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02866.html"">89-1</a>","46.728211,-117.014793",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/1937/full/pct:70/0/default.jpg,1937,image/jpeg,1951,campus02866,89-1,"Originally on Arboretum Hill, moved to College of Agriculture Farm (NW of campus) in",Unknown,1916,1916-,"5,052",,"Steel tank of 60,000 gallon capacity on a steel tower 79' high",,Water storage,,,No Longer Standing,Cards,wht_diamond,"I Tower | 46.728211,-117.014793 | Originally on Arboretum Hill, moved to College of Agriculture Farm (NW of campus) in | Unknown | 1916- |  | 5052 |  | Steel tank of 60,000 gallon capacity on a steel tower 79' high |  | Water storage |  | No Longer Standing",
IdahoClub.html,Idaho Club,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/IdahoClub.html"">Idaho Club</a>","<strong>Dates:</strong> 1935-1958<br /><strong>Cost:</strong> $28,868<br /><strong>Architect: </strong> Unknown","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02685.html"">71-7</a>","46.729599, -117.012672",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/1797/full/pct:70/0/default.jpg,1797,image/jpeg,1940,campus02685,71-7,Sixth and Line Streets,Unknown,1935,1935-1958,"28,868",,"Frame construction, with gable roof and wood shingles. Wings about 25' x 183', front section 24' x 103'",,Men's cooperative dormitory; used to house military technicians on campus for training during the war,,,Torn down in July 1958,"Cards, MG 198",wht_diamond,"Idaho Club | 46.729599, -117.012672 | Sixth and Line Streets | Unknown | 1935-1958 |  | 28868 |  | Frame construction, with gable roof and wood shingles. Wings about 25' x 183', front section 24' x 103' |  | Men's cooperative dormitory; used to house military technicians on campus for training during the war |  | Torn down in July 1958",
IndustrialandTechnicalEducationBuilding.html,Industrial and Technical Education Building,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/IndustrialandTechnicalEducationBuilding.html"">Industrial and Technical Education Building</a>","<strong>Dates:</strong> 1968-<br /><strong>Cost:</strong> $225,000<br /><strong>Architect: </strong> Hummell, Hummell, Jones & Shawver (Boise)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00436.html"">136-2</a>","46.725973, -117.00588",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/598/full/pct:70/0/default.jpg,598,image/jpeg,1968,campus00436,136-2,Sweet Ave. &amp; Railroad St. 404 Sweet Ave,"Hummell, Hummell, Jones &amp; Shawver (Boise)",1968,1968-,"225,000",,"One floor, brick",,Industrial arts classrooms; teaching shops,Also called Industrial Arts Building (New),Standing Building,,Morton,wht_diamond,"Industrial and Technical Education Building | 46.725973, -117.00588 | Sweet Ave. &amp; Railroad St. 404 Sweet Ave | Hummell, Hummell, Jones &amp; Shawver (Boise) | 1968- |  | 225000 |  | One floor, brick |  | Industrial arts classrooms; teaching shops | Also called Industrial Arts Building (New) |",
IndustrialArtsBuilding(Old).html,Industrial Arts Building (Old),"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/IndustrialArtsBuilding(Old).html"">Industrial Arts Building (Old)</a>","<strong>Dates:</strong> 1935-1952<br /><strong>Cost:</strong> $4,542<br /><strong>Architect: </strong> Constructed by UI Department of Buildings and Grounds","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02779.html"">80-1</a>","46.723989, -117.010502",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/1856/full/pct:70/0/default.jpg,1856,image/jpeg,1936,campus02779,80-1,To the rear and S.E. of Engineering Building (what would now be the south side of Nez,Constructed by UI Department of Buildings and Grounds,1935,1935-1952,"4,542","$4,542 (Local funds)","One floor, wood frame, cedar lap siding and shingles; gable roof, 75' x 40'",,"Originally the Engineering drawing building, converted to use as Industrial Arts Building in 1949.",Engineering Drawing Building and Laboratory; Industrial Arts Building,,"Burned March 20, 1952","Cards, Argonaut",wht_diamond,"Industrial Arts Building (Old) | 46.723989, -117.010502 | To the rear and S.E. of Engineering Building (what would now be the south side of Nez | Constructed by UI Department of Buildings and Grounds | 1935-1952 |  | 4542 | $4,542 (Local funds) | One floor, wood frame, cedar lap siding and shingles; gable roof, 75' x 40' |  | Originally the Engineering drawing building, converted to use as Industrial Arts Building in 1949. | Engineering Drawing Building and Laboratory; Industrial Arts Building | Burned March 20, 1952",
Infirmary(Old).html,Infirmary (Old),"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/Infirmary(Old).html"">Infirmary (Old)</a>",<strong>Dates:</strong> 1920-1966<br /><br /><strong>Architect: </strong> Unknown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00755.html"">2-029</a>","46.727266,-117.010105",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/1068/full/pct:70/0/default.jpg,1068,image/jpeg,1897,campus00755,2-029,"Originally on University on current site of Life Science South, later moved to Ash Street next to Crest Cottage.",Unknown,1920,1920-1966,,,"Two story, wooden frame construction",,Originally a residence. Connected to Crest Cottage to increase the size of the infirmary. About 1941 became Home Management House,Infirmary; Home Management House,,Demolished ca. 1966,"Cards, Maps",wht_diamond,"Infirmary (Old) | 46.727266,-117.010105 | Originally on University on current site of Life Science South, later moved to Ash Street next to Crest Cottage. | Unknown | 1920-1966 |  |  |  | Two story, wooden frame construction |  | Originally a residence. Connected to Crest Cottage to increase the size of the infirmary. About 1941 became Home Management House | Infirmary; Home Management House | Demolished ca. 1966",
JanssenEngineeringBuilding.html,Janssen Engineering Building,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/JanssenEngineeringBuilding.html"">Janssen Engineering Building</a>","<strong>Dates:</strong> 1949-<br /><strong>Cost:</strong> $510,303<br /><strong>Architect: </strong> Hugh Richardson (Lewiston)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02377.html"">57-1</a>","46.728915, -117.01162",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/1562/full/pct:70/0/default.jpg,1562,image/jpeg,1950-06-15,campus02377,57-1,Line and W. 7th St. 840 W. 7th St.,Hugh Richardson (Lewiston),1949,1949-,"510,303","$510,303 (State appropriation)","Reinforced concrete with brick veneer; flat roof; basement, ground floor and three additional floors; L-shaped, 45,455 sq. ft.",,Engineering administrative offices; classrooms; teaching and research labs; auditorium; video outreach,"Janssen Engineering Classroom Building, named for Allen S. Janssen, Dean, College of Engineering, 1946-1967",Standing Building,,"Card, UG 44, Morton",wht_diamond,"Janssen Engineering Building | 46.728915, -117.01162 | Line and W. 7th St. 840 W. 7th St. | Hugh Richardson (Lewiston) | 1949- |  | 510303 | $510,303 (State appropriation) | Reinforced concrete with brick veneer; flat roof; basement, ground floor and three additional floors; L-shaped, 45,455 sq. ft. |  | Engineering administrative offices; classrooms; teaching and research labs; auditorium; video outreach | Janssen Engineering Classroom Building, named for Allen S. Janssen, Dean, College of Engineering, 1946-1967 |",
JenkinsCottage.html,Jenkins Cottage,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/JenkinsCottage.html"">Jenkins Cottage</a>",<strong>Dates:</strong> 1920-1928<br /><br /><strong>Architect: </strong> Unknown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03088.html"">3105</a>","46.726828,-117.01335",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3105/full/pct:70/0/default.jpg,3105,image/jpeg,1921,campus03088,3105,West of Lewis Court,Unknown,1920,1920-1928,,,,,"Purchased in 1920, used as living accommodations for students",,,Torn down when Memorial Gym was built,Cards,wht_diamond,"Jenkins Cottage | 46.726828,-117.01335 | West of Lewis Court | Unknown | 1920-1928 |  |  |  |  |  | Purchased in 1920, used as living accommodations for students |  | Torn down when Memorial Gym was built",
KibbieDome.html,Kibbie Dome,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/KibbieDome.html"">Kibbie Dome</a>","<strong>Dates:</strong> 1971-<br /><strong>Cost:</strong> $7,800,000<br /><strong>Architect: </strong> Glen Cline of Cline, Smull, Hamill, & Associates (Boise)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00524.html"">147-11</a>","46.726289, -117.017489",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/710/full/pct:70/0/default.jpg,710,image/jpeg,1975,campus00524,147-11,Perimeter Drive and Rayburn Street 1000 Stadium Dr.,"Glen Cline of Cline, Smull, Hamill, &amp; Associates (Boise)",1971,1971-,"7,800,000",$7.8 million (Private donation and student fees),"Arched roof with 400 foot clear span, 18,000 seats. Building is 410' x 498', height is 150'; floor area is 93,550 sq. feet","Phase 1. Grandstand, press box and grass infield (1971) Phase 2. Artificial turf and roll up mechanism (1972) Phase 3. Roof and end walls (1975) Phase 4. East End office and multi-use addition (1982); $4.5 million. Renovations: 2010/11, seating and press box upgrades.; Two phase project to improve and satisfy Life Safety and Code requirements. Project self-funded by the University of Idaho through a series of bond finance instruments. (facilities website) Phase 1, 2008/09; $10-million, approved by the Board of Regents, and an additional $2 million from State of Idaho Permanent Building Fund. Phase 2, 2010/11; $11 million, approved by the Board of Regents.","Construction began February 1971, with formal dedication in 1975. Athletic multipurpose facility; athletic department offices","Also know as the ASUI Activity Center. Named for alumnus William H. Kibbie who contributed $300,000 toward the facility, and the Associated Students University of Idaho.",Standing Building,,"Morton, Argonaut, VF, Facilities Website",wht_diamond,"Kibbie Dome | 46.726289, -117.017489 | Perimeter Drive and Rayburn Street 1000 Stadium Dr. | Glen Cline of Cline, Smull, Hamill, &amp; Associates (Boise) | 1971- |  | 7800000 | $7.8 million (Private donation and student fees) | Arched roof with 400 foot clear span, 18,000 seats. Building is 410' x 498', height is 150'; floor area is 93,550 sq. feet | Phase 1. Grandstand, press box and grass infield (1971) Phase 2. Artificial turf and roll up mechanism (1972) Phase 3. Roof and end walls (1975) Phase 4. East End office and multi-use addition (1982); $4.5 million. Renovations: 2010/11, seating and press box upgrades.; Two phase project to improve and satisfy Life Safety and Code requirements. Project self-funded by the University of Idaho through a series of bond finance instruments. (facilities website) Phase 1, 2008/09; $10-million, approved by the Board of Regents, and an additional $2 million from State of Idaho Permanent Building Fund. Phase 2, 2010/11; $11 million, approved by the Board of Regents. | Construction began February 1971, with formal dedication in 1975. Athletic multipurpose facility; athletic department offices | Also know as the ASUI Activity Center. Named for alumnus William H. Kibbie who contributed $300,000 toward the facility, and the Associated Students University of Idaho. |",
LarchHall.html,Larch Hall,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/LarchHall.html"">Larch Hall</a>",<strong>Dates:</strong> 1947-1950<br /><br /><strong>Architect: </strong> Unknown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03089.html"">3106</a>","46.728759,-117.012251",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3106/full/pct:70/0/default.jpg,3106,image/jpeg,1947,campus03089,3106,Line Street (between Sweet Hall and Navy Building),Unknown,1947,1947-1950,,,,,,,,No Longer Standing,Cards,wht_diamond,"Larch Hall | 46.728759,-117.012251 | Line Street (between Sweet Hall and Navy Building) | Unknown | 1947-1950 |  |  |  |  |  |  |  | No Longer Standing",
