title,description,creator,donor,contributor,date,date is approximate,subject,country,state,county,city,latitude,longitude,relation,publisher,source,identifier,rights,rightsstatement,format original,type,format,language,filename,oclc number,Date created,Date modified,Reference URL,cdmid,CONTENTdm file name,CONTENTdm file path,objectid
After: Smokestacks and Structures,A photograph of the land where the three structures with three smokestacks behind them once stood.,,,Potlatch Historical Society,1970,yes,mountains; trees; land,United States,Idaho,Latah County,Potlatch,46.921938,-116.90679,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",Gale_Supplement_05b,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,color image,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/988,988,583.jp2,/phs/image/583.jp2,phs988
Airplane Rides,"Nick Mamer giving airplane rides in Bovill. Many people can be seen standing around the airplane, which is parked in front of a building.",,,Potlatch Historical Society,1922,yes,airplanes,United States,Idaho,Latah County,Bovill,46.86184,-116.394783,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Woods 2, Potlatch Historical Society",Gale_Woods2_63a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/231,231,1206.jp2,/phs/image/1206.jp2,phs231
Airplane Wing Pine,A photograph of unidentified people sawing white pine for airplane wing stock to be shipped to England during WWI.,,,Potlatch Historical Society,1915,yes,Sawmill Employees,United States,Idaho,Latah County,Potlatch,,,Paul Welo,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Gale_Plant_27a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/735,735,355.jp2,/phs/image/355.jp2,phs735
Alan and Jane Belvail Flansburg Family,"An informational poster on the Alan and Jane Belvail Flansburg family, originally published as part of the Lone Jack Mystery Family Contest.",,,Potlatch Historical Society,1998,yes,families;contests;posters;,United States,Washington,Whitman County,Palouse,46.91015306,-117.0759978,,,,phs_288,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,photograph,Image;StillImage,image/jpg,eng,phs_288.jpg,,2021-07-21,2021-07-21,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/2245,2245,2218.jp2,/phs/image/2218.jp2,phs2245
Albert Clausen,Albert Clausen on Ruke Zimmerman's Place.,,,Potlatch Historical Society,1989-11-01,yes,portrait; tree,United States,Idaho,Latah County,Deep Creek,46.98241,-116.900966,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",Gale_DeepCreek2-16a,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,color image,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/696,696,32.jp2,/phs/image/32.jp2,phs696
Albert Johnson Enforcing Proper Unloading,A photograph of superintendent Alber Johnson nailing an instruction sheet for proper unloading to the 4-Square lumber.,,,Potlatch Historical Society,1925,yes,Lumber Shipment,United States,Idaho,Latah County,Potlatch,46.926923,-116.908616,Weyerhaeuser Tacoma,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Gale_Plant_74,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/775,775,391.jp2,/phs/image/391.jp2,phs775
Aledger Indenture,An indenture for land between Walter Aledger and his wife Mattie Aledger in Latah County.,,,Potlatch Historical Society,1906-01-23,,land; contract; deed,United States,Idaho,Latah County,Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",Gale_Supplement_23,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,document,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1000,1000,594.jp2,/phs/image/594.jp2,phs1000
Alfred and Mathilda Larson Family,"An informational poster on the Alfred and Mathilda Larson family, originally published as part of the Lone Jack Mystery Family Contest.",,,Potlatch Historical Society,1998,yes,families;contests;posters;,United States,Idaho,Latah County,Potlatch,46.92157511,-116.8984275,,,,phs_293,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,photograph,Image;StillImage,image/jpg,eng,phs_293.jpg,,2021-07-21,2021-07-21,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/2236,2236,2216.jp2,/phs/image/2216.jp2,phs2236
Alfred Swatman,Swatman packed up in HooDoos and elsewhere; Buck and Ribbon are horses,,"Davis, Ann",Potlatch Historical Society,1944-01-01,yes,horses; buildings,United States,Idaho,Idaho County,Kooskia,46.085179,-115.450606,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_DavisA_038,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/InC-EDU/1.0/",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpg,eng,,,2017-10-02,2017-10-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1644,1644,1645.jp2,/phs/image/1645.jp2,phs1644
Alice McClure Strong,"Photo of Alice McClure Strong, taken at home in Garfield, WA. She graduatedfrom High School n 1913 in Garfield, WA. Taken February 1915.",,G. Strong,Potlatch Historical Society,1915,,woman; people,United States,Idaho,Latah County,Deep Creek,47.007353,-116.932899,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",,CH2018_StrongG2_019a,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2018-10-19,2018-10-19,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1902,1902,1903.jp2,/phs/image/1903.jp2,phs1902
Allen family portrait,"Family portrait for the Allen families. Names read as subjects appear, left to right, front to back: Springmire, Mary; Allen, Edward S.; Allen, Sopha Esther; Allen, Adelaide Teas; Allen, Frankie; Allen, Charley; Allen, Carrie Chamberlin; Nirk, Bertha; Allen, Olive Craig; Allen, Flora Price.",,Gary Strong,Potlatch Historical Society,1890-01-01,yes,portraits; families,United States,Idaho,Latah County,Potlatch,47.034484,-116.903667,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_StrongGE_008,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,photograph,Image;StillImage,image/jpg,eng,,,2017-10-02,2017-10-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1750,1750,1751.jp2,/phs/image/1751.jp2,phs1750
Allen Strong by snowbank,"Allen Strong in front of snowbank in winter 1949, in front of house we built along the highway.",,G. Strong,Potlatch Historical Society,1949,,children; snow; trees; road,United States,Idaho,Latah County,,47.004242,-116.934119,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",,CH2018_StrongG1_027c,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2018-10-19,2018-10-19,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1845,1845,1846.jp2,/phs/image/1846.jp2,phs1845
Allen Strong in front of Katzenberger House,Allen Strong in front of the Katzenberger house where we lived before building our new house on the highway. Winter.,,G. Strong,Potlatch Historical Society,1949,,children; houses; snow; fences; trees; electric poles; hills,United States,Idaho,Latah County,,47.004199,-116.932865,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",,CH2018_StrongG1_027a,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2018-10-19,2018-10-19,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1843,1843,1844.jp2,/phs/image/1844.jp2,phs1843
Alley Number Four,Two employees selecting lumber in alley number four of the lumber yard.,,,Potlatch Historical Society,1915,yes,lumber; employees; lumber yard;,United States,Idaho,Latah County,Potlatch,46.928036,-116.911513,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",Gale_Supplement_43a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1055,1055,643.jp2,/phs/image/643.jp2,phs1055
Allison Laird,"A newspaper article by student correspondent Libby Coyner about Allison Laird, the first Assistant General Manager—and later General Manager—for the Potlatch Lumber Company.","Coyner, Libby",,Potlatch Historical Society,1995-04-13,,offices;men;managers;Potlatch Lumber Company;newspapers;,United States,Idaho,Latah County,Potlatch,46.92157511,-116.8984275,,,The Boomerang,phs_357,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,newspaper clipping,Image;StillImage,image/jpg,eng,phs_357.jpg,,2021-07-21,2021-07-21,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/2257,2257,2162.jp2,/phs/image/2162.jp2,phs2257
Allison W. Laird,A photograph of the 1913-1930 unit manager at the Potlatch Lumber Company Allison W. Laird.,,,Potlatch Historical Society,1915,yes,Sawmill Manager,United States,Idaho,Latah County,Potlatch,,,Potlatch Corporation,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Gale_Plant_11b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/704,704,327.jp2,/phs/image/327.jp2,phs704
Alva Strong Mill,The men who donated time to saw the lumber for Mt Home Grange.  Photograph taken around 1930.,,,Potlatch Historical Society,1930,yes,,United States,Idaho,Latah County,Deep Creek,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Deep Creek 1, Potlatch Historical Society",Gale_DeepCreek1-32b,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/201,201,118.jp2,/phs/image/118.jp2,phs201
