title,date,date is approximate,description,subject,source,location,latitude,longitude,subject (lcsh),format original,donor,identifier,digital collection,format,type,rights,rightsstatements,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
High School Students,1914,,"Bovill High School students at Oakey Hall. Front row: Kneeland Parker, Frank Hollenbeck, Joe Evans, Myrtle Benscotter, Inez Harvey, Helen Smith, Marie Jagelow 2nd row: Myrtle Bailey, Violet Higgins, Gladys Miller, Myrtle Bechtol, Nora Porter, Grace Hayes, Jessie Coffey 3rd row: Alan Woolsey, Willard Tarbox, Wallace Boll, Orvel Anderson, Hazel Cunningham, Roberta Tarbox, Miss Buzzel (teacher) 4th row: Clay Anderson, Bill Dajkamp, Charlie Albrecht, Merle Denevan, Marie Benscotter, Floyd Higgins, Ann David, Harry Alt",schools; students,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,high school students ,black and white photographs,Naomi Parker,02-06-004,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/143,143,90.jp2,/lchsphotos/image/90.jp2,lchsphotos143
School and Students,1913,,Students standing out in front of the Bovill School.,schools; students,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,elementary school students;schools (buildings),black and white photographs,Becky Kellom,02-06-006,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/144,144,91.jp2,/lchsphotos/image/91.jp2,lchsphotos144
Opera House [02],1913,y,The Bovill Opera House.,opera houses,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,museums (buildings);opera houses,black and white photographs,Becky Kellom,02-06-007,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/145,145,92.jp2,/lchsphotos/image/92.jp2,lchsphotos145
Grade School Cafeteria,2000,,Students eating lunch in the Bovill gymnasium and cafeteria.,schools; students,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,elementary school students;schools (buildings),color photographs,Daily News,02-06-009,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/146,146,93.jp2,/lchsphotos/image/93.jp2,lchsphotos146
Grade School Gymnasium,2000,,Bovill's brick gymnasium with cars parked in front of it.,schools; gymnasiums; cars,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,schools (buildings),color photographs,Daily News,02-06-010,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/147,147,94.jp2,/lchsphotos/image/94.jp2,lchsphotos147
Kidstown by the 3rd Grade Class,2000,,Kidstown by third grade at the Bovill school.,schools; students,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,elementary school students;schools (buildings),color photographs,Daily News,02-06-011,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/148,148,95.jp2,/lchsphotos/image/95.jp2,lchsphotos148
Children Playing at Kidstown,2000,,Children playing with what looks like fake money during Kidstown at Bovill's third grade.,schools; students,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,elementary school students;schools (buildings),color photographs,Daily News,02-06-012,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/149,149,96.jp2,/lchsphotos/image/96.jp2,lchsphotos149
"Play at a """"Post Office"""" During Kidstown",2000,,Children playing in a classroom during Kidstown at Bovill's third grade.,schools; students,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,elementary school students;schools (buildings),color photographs,Daily News,02-06-013,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/150,150,97.jp2,/lchsphotos/image/97.jp2,lchsphotos150
Children Painting During Kidstown,2000,,Children painting during Kidstown at Bovill's third grade.,schools; students,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,elementary school students;schools (buildings),color photographs,Daily News,02-06-014,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/151,151,98.jp2,/lchsphotos/image/98.jp2,lchsphotos151
View of the Bovill Hotel,1936,y,The Bovill Hotel with trees in the distant.,hotels,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,hotels (public accommodations),postcards,,02-06-016,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/152,152,99.jp2,/lchsphotos/image/99.jp2,lchsphotos152
