title,description,item information,postcard type,photographer,date,subject,location,state,publisher,publisher location,source,date is approximate,identifier,rights,standardized rights,original format,type,format,language,latitude,longitude,filename,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
"Mount Hood, Oregon","Postcard of Mount Hood with Rhododendrons in the foreground.  | Mt. Hood, Oregon. With the beautiful mountain Rhododendrons blooming in the foreground.",,photographic postcards,Walt Dyke,1970,mountains; snow; trees; Ericales (order); photographic postcards,Mt Hood,Oregon,"Smith Western, Inc.","Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_127,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,45.283825,-121.681831,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/25,25,121.pdf,/nwpostcards/image/121.pdf,nwpostcards25
"Covered Bridge, Oregon","Postcard of the Goodpasture Bridge near Vida, Oregon. | Covered Bridge, Oregon. The covered bridge of Oregon is a protection to the traveler.",,photographic postcards,,1970,covered bridges; trees; rivers; bridges; photographic postcards,Goodpasture Bridge; Vida,Oregon,Anderson Scenic Post Cards,"Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_113,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,44.147431,-122.588521,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/26,26,122.pdf,/nwpostcards/image/122.pdf,nwpostcards26
Mount Rainier and Tipsoo Lake,Postcard of Mt Rainier and Tipsoo Lake in Washington State. | Rainier and Tipsoo Lake near Chinook Pass.,,photographic postcards,,1970,lakes; trees; mountains; flowers; photographic postcards,Mt Rainier; Tipsoo Lake,Washington,Anderson Sundry Co.,"Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_128,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,46.869507,-121.51643,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/27,27,123.pdf,/nwpostcards/image/123.pdf,nwpostcards27
"Crater Lake, Oregon in Winter Splendor","Postcard of a snowy scene at Crater Lake, Oregon. | Crater Lake, Oregon in winter splendor. The shimmering blue lake as seen in mid-winter with Mt. Scott looking 9000' in the distance.",,photographic postcards,,1970,lakes; crater lakes; snow; trees; craters; photographic postcards,Crater Lake,Oregon,"Smith Western, Inc.","Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_129,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.4375 x 5.5625, Color",Image;StillImage,application/pdf,eng,42.910423,-122.146397,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/28,28,124.pdf,/nwpostcards/image/124.pdf,nwpostcards28
Winter in the Cascades,Postcard of a snowy scene in the Cascade mountain range.  | Winter in the Cascades. The many passes which span this mountain range of Oregon and Washington furnish many views such as this as late in the spring as May.,,photographic postcards,Jan Doward,1970,creeks (bodies of water); snow; trees; rocks; photographic postcards,Cascades,Oregon,"Smith Western, Inc.","Tacoma, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_130,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,44.378564,-122.00071,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/29,29,125.pdf,/nwpostcards/image/125.pdf,nwpostcards29
"Cascade Range, Oregon","Postcard is a snowy scene in the Cascade mountains of Oregon, specifically of Broken Top. | ""Before the mountains were created, before the earth was formed, you are God without beginning or end."" - Psalm 90:2. Living Bible.  Cascade Range, Oregon.",,photographic postcards,Willard Clay,1980,trees; snow; mountains; photographic postcards,Broken Top; Bend,Oregon,Friend-To-Friend Greetings,"Aurora, MO","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_131,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"4 x 5.875, Color",Image;StillImage,application/pdf,eng,44.096154,-121.625361,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/30,30,126.pdf,/nwpostcards/image/126.pdf,nwpostcards30
Southern Oregon College,"Postcard of Churchill Hall on the Southern Oregon University campus in Ashland, Oregon. | Churchill Hall, Southern Oregon College, Ashland, Oregon. Situated on a spacious 65 acre campus, this building designed in the Italian renaissance style, contains the administrative and faculty office, an auditorium and classrooms.",,photographic postcards,Morton Luman,1970,buildings; trees; mountains; administration buildings;  colleges (buildings); universities (buildings); photographic postcards,Southern Oregon University; Ashland,Oregon,"Smith Western, Inc.","Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_132,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,42.186218,-122.693589,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/31,31,127.pdf,/nwpostcards/image/127.pdf,nwpostcards31
"Clatsop County Historical Museum, Astoria, Oregon","Postcard of the Flavel House Museum in Astoria, Oregon. | Clatsop County Historical Museum, Astoria, Oregon. Built in 1883 by Captain George C. Flavel, who was one of the early bar pilots on the Columbia River. Lumber was shipped around the Horn.",,photographic postcards,Mel Anderson,1970,historical society museums (buildings); historical buildings; shrubs; trees; photographic postcards,Flavel House Museum; Astoria,Oregon,Anderson's Scenic Postcards,"Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_133,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,46.188105,-123.834747,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/32,32,128.pdf,/nwpostcards/image/128.pdf,nwpostcards32
"Astor Column, Astoria, Oregon","Postcard of the Astoria Column in Astoria, Oregon. | Astor Column, Astoria, Oregon. 125 foot column on Coxcomb Hill, depicting early history of this area. An observation platform is at the top of the column with a view of the entire area. It is a replica of the Vendome Column in Paris and the Trojan Column in Rome.",,photographic postcards,Mel Anderson,1970,flowers; trees;  towers (single built works); photographic postcards,Astoria Column; Astoria,Oregon,Anderson Sundry Co.,"Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_134,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"5.5 x 3.5, Color",Image;StillImage,application/pdf,eng,46.181045,-123.818806,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/33,33,129.pdf,/nwpostcards/image/129.pdf,nwpostcards33
"View on the Sunset Highway, Washington - P76","Postcard of the Sunset Highway in Washington state, now Primary State Highway 2 | The connecting link between Eastern and Western Washington is the Sunset Highway. Starting in the flat agricultural regions of Eastern Washington, it runs across the Cascade Mountains, through Snoqualmie Pass, down through heavily wooded areas and into Seattle.",,picture postcards,,1930,highways; rivers; picture postcard,,Washington,E.C. Kropp Co.,"Milwaukee, WI","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_012,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,47.778775,-121.034317,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/34,34,13.pdf,/nwpostcards/image/13.pdf,nwpostcards34
Baker County Court House,"Postcard of the Baker County Courthouse in Baker City, Oregon.  | Baker County Court House, Baker, Oregon.",,photographic postcards,Ardis Waters,1970,public buildings; county courthouses; trees; photographic postcards; clock towers,Baker City,Oregon,"Western Color Sales, Inc.","Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_135,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.4375 x 5.4375, Color",Image;StillImage,application/pdf,eng,44.776672,-117.833235,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/35,35,130.pdf,/nwpostcards/image/130.pdf,nwpostcards35
Thomas Creek Bridge,"Postcard of a log truck crossing the Thomas Creek Bridge near Brookings, Oregon. | Thomas Creek Bridge. 10 miles north of Brookings, Oregon. On hiway 101. Lumber truck crossing highest span in Oregon appears dwarfed by the steel framework disappearing into the gorge.",,photographic postcards,Frenchy Arrell,1970,deck truss bridges; bridges; trucks; trees; oceans; Ericales (order); photographic postcards,Thomas Creek Bridge; Brookings,Oregon,Northwest Curio & Postcard Co.,"Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_136,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.4375 x 5.4375, Color",Image;StillImage,application/pdf,eng,42.165054,-124.35802,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/36,36,131.pdf,/nwpostcards/image/131.pdf,nwpostcards36
