title,photographer,description,date,date_approximate,subject (lcsh),subject,location,latitude,longitude,source,identifier,rights,rights (standardized),type,format,language,moscow number,fs number,filename,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
Burning roadside cleanup slash along the Huckleberry Ridge road,,"From the 1936 Annual Report, Fig. 9, captions reads: ""Burning roadside cleanup slash along the Huckleberry Ridge road.""",1936,,United States--Idaho--Kootenai County--Deception Creek Experimental Forest--Huckleberry Ridge,,Kootenai County;Deception Creek Experimental Forest;Huckleberry Ridge,47.74583333,-116.5213889,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1936_08,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,640,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/29,29,125.jp2,/expforsav/image/125.jp2,expforsav29
"Map of thinning area, Upper Deception Creek",,"Fig. 11, Map of thinning area, Upper Deception Creek, showing plots 46-47 and 48-59.",1936,yes,United States--Idaho--Kootenai County--Deception Creek Experimental Forest--Upper Deception Creek,,Kootenai County;Deception Creek Experimental Forest;Upper Deception Creek,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1936_09,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,641,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/30,30,126.jp2,/expforsav/image/126.jp2,expforsav30
"Map of silvicultural work, reservoir area",,"From 1936 Annual Report, Fig. 12, map of silvicultural work, reservoir area.",1936,yes,United States--Idaho--Kootenai County--Deception Creek Experimental Forest,,Kootenai County;Deception Creek Experimental Forest,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1936_10,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,642,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/31,31,127.jp2,/expforsav/image/127.jp2,expforsav31
Silvicultural work in Ames Creek area,,"From the 1936 Annual Report, Fig. 13, silvicultural work in Ames Creek area.",1936,yes,United States--Idaho--Kootenai County--Ames Creek-- Deception Creek Experiemental Forest,,Kootenai County;Ames Creek;Deception Creek Experiemental Forest,47.73027778,-116.4888889,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1936_11,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,643,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/32,32,128.jp2,/expforsav/image/128.jp2,expforsav32
Photo page from the 1936 Annual Report,,"Photo page from the 1936 Annual Report, Fig. 14.  Views of a Pacific pumper, CCC crew, Finger Gulch, slashing, Ken Davis w/pruning tools, and Melvin Bradner, Station Director.",1936,yes,United States--Idaho--Kootenai County--Deception Creek Experimental Forest,,Kootenai County;Deception Creek Experimental Forest,47.73777778,-116.5033333,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1936_12,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,644,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/33,33,129.jp2,/expforsav/image/129.jp2,expforsav33
Buildings and greenhouse at Priest Creek Experimental Forest,"Weidman, R.H.",Buildings and greenhouse at Priest Creek Experimental Forest,1922,yes,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,Bonner County;Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",1922,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,263,256188,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/34,34,13.jp2,/expforsav/image/13.jp2,expforsav34
A panoramic depiction of the sale area and were scanned as one,K.P. Davis,The following photos were taken of Ames Creek sale. Four separate photos from each year form a panoramic depiction of the sale area and were scanned as one. Photo point H-26 was located at back of powder house.,1938,,United States--Idaho--Kootenai County--Ames Creek-- Deception Creek Experiemental Forest,,Kootenai County;Ames Creek;Deception Creek Experiemental Forest,47.73027778,-116.4888889,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",AmesCk0104,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1058,"374112, 374111, 374110, 374109",,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/35,35,130.jp2,/expforsav/image/130.jp2,expforsav35
Map of Sands Creek 1935 & 1936 Planting Areas,,"From 1936 Annual Report, Fig. 15, map of Sands Creek 1935 & 1936 Planting Areas.",1936,yes,United States--Idaho--Kootenai County--Deception Creek Experimental Forest--Sands Creek,,Kootenai County;Deception Creek Experimental Forest;Sands Creek,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1936_14,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,645,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/36,36,131.jp2,/expforsav/image/131.jp2,expforsav36
1936 Timber Sale map,,"Annual report 1936, Fig 16, 1936 Timber Sale map",1936,,United States--Idaho--Kootenai County--Deception Creek Experimental Forest--Sands Creek,,Kootenai County;Deception Creek Experimental Forest;Sands Creek,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1936_15,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,646,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/37,37,132.jp2,/expforsav/image/132.jp2,expforsav37
Finger Gulch treatments,,"1936 Annual Report, Fig. 17, Finger Gulch treatments.",1936,,United States--Idaho--Kootenai County--Deception Creek Experimental Forest--Finger Gulch,,Kootenai County;Deception Creek Experimental Forest;Finger Gulch,47.73777778,-116.5033333,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1936_16,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,647,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/38,38,133.jp2,/expforsav/image/133.jp2,expforsav38
Map of blister rust surveys,,"1936 Annual Report, Fig. 18, map of blister rust surveys.",1936,yes,United States--Idaho--Kootenai County--Deception Creek Experimental Forest,,Kootenai County;Deception Creek Experimental Forest,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1936_17,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,648,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/39,39,134.jp2,/expforsav/image/134.jp2,expforsav39
Views of the buildings on the Montford Claim,"Wellner, Chuck A.","1936 Annual Report, Fig. 21, photo page reads: ""Views of the buildings on the Montford Claim. At right are initials carved on a stump near the Montford Cabin - these are probably members of the land survey crew.""",1936,yes,United States--Idaho--Kootenai County--Deception Creek Experimental Forest--Haynes Creek,,Kootenai County;Deception Creek Experimental Forest;Haynes Creek,47.73722222,-116.5122222,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1936_18,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,649,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/40,40,135.jp2,/expforsav/image/135.jp2,expforsav40
Views of buildings on Demorest Claim,"Wellner, Chuck A.","1936 Annual Report, Fig. 22, photo page reads: ""Views of buildings on Demorest Claim---SE 1/4 SEC 20---Settled by Arthur J. Demorest August 19 - 1906.""",1936,yes,United States--Idaho--Kootenai County--Deception Creek Experimental Forest--Demorest Creek,,Kootenai County;Deception Creek Experimental Forest;Demorest Creek,47.73638889,-116.4863889,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1936_19,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,650,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/41,41,136.jp2,/expforsav/image/136.jp2,expforsav41
