title,filename,president,commencementaddress,guestspeakers,date,archivaldate,location,latitude,longitude,source,identifier,type,format,format original,language,rights,rightsstatement,Reference URL,cdmid,CONTENTdm file name,CONTENTdm file path,objectid
One Hundred Fifteenth Commencement,commencement-may2010.pdf,"Nellis, M. Duane ","Armstrong, Kristin","Armstrong, Kristin; Otter, Lori Jean; Davis, Bart M.; Allan, James; Morris, Nancy",2010-05-15,15 May 2010,,,,University of Idaho Library Special Collections and Archives,commencement-may2010,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1087,1087,1075.pdf,/commencement/image/1075.pdf,commencement148
One Hundred Sixteenth Commencement,commencement-dec2010.pdf,"Nellis, M. Duane ","Wood, Scott","Wood, Scott",2010-12-11,11 December 2010,,,,University of Idaho Library Special Collections and Archives,commencement-dec2010,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1102,1102,1152.pdf,/commencement/image/1152.pdf,commencement149
Degrees Conferred 2010-2011,degrees-2010-2011.pdf,"Nellis, M. Duane ",,,2010; 2011,2010-2011,,,,University of Idaho Library Special Collections and Archives,degrees-2010-2011,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1162,1162,1107.pdf,/commencement/image/1107.pdf,commencement150
One Hundred Sixteenth Commencement,commencement-may2011.pdf,"Nellis, M. Duane ","Clayton, John","Clayton, John; Burnett, Don; Shakir, Sam; Keough, Shawn; Olson, Wendy J.",2011-05-14,14 May 2011,,,,University of Idaho Library Special Collections and Archives,commencement-may2011,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1076,1076,1157.pdf,/commencement/image/1157.pdf,commencement151
Commencement One Hundred Seventeenth,commencement-dec2011.pdf,"Nellis, M. Duane ","Pitman, Bruce","Pitman, Bruce",2011-12-10,10 December 2011,,,,University of Idaho Library Special Collections and Archives,commencement-dec2011,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1064,1064,1138.pdf,/commencement/image/1138.pdf,commencement152
Degrees Conferred 2011-2012,degrees-2011-2012.pdf,"Nellis, M. Duane ",,,2011; 2012,2011-2012,,,,University of Idaho Library Special Collections and Archives,degrees-2011-2012,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1079,1079,1200.pdf,/commencement/image/1200.pdf,commencement153
One Hundred Seventeenth Commencement,commencement-may2012.pdf,"Nellis, M. Duane ","Amos, James F. ","Amos, James F.; Oppenheimer, Arthur F. ""Skip""; Rogers Jr., J.W.; Reed, Scott; Burdick, Roger S.",2012-05-12,12 May 2012,,,,University of Idaho Library Special Collections and Archives,commencement-may2012,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1176,1176,1221.pdf,/commencement/image/1221.pdf,commencement154
Commencement One Hundred Eighteenth,commencement-dec2012.pdf,"Nellis, M. Duane ","Baird, Lynn","Baird, Lynn N. ",2012-12-08,08 December 2012,,,,University of Idaho Library Special Collections and Archives,commencement-dec2012,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1128,1128,1197.pdf,/commencement/image/1197.pdf,commencement155
One Hundred Eighteenth Commencement,uicommencement-2013-05-11.pdf,"Nellis, M. Duane","Lemley, Jim","Lemley, Jim; Trout, Linda Copple; Craig, Larry; Harvey, JoAnn; Dale, Candy Wagahoff",2013-05-11,11 May 2013,,,,University of Idaho Library Special Collections and Archives,uicommencement-2013-05-11,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1119,1119,1209.pdf,/commencement/image/1209.pdf,commencement156
Commencement One Hundred Nineteenth,commencement-dec2013.pdf,"Burnett Jr., Donald L. ","Mantle-Bromley, Corinne","Mantle-Bromley, Corinne",2013-12-14,14 December 2013,,,,University of Idaho Library Special Collections and Archives,commencement-dec2013,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1169,1169,1198.pdf,/commencement/image/1198.pdf,commencement157
One Hundred Nineteenth Commencement: Spring,uicommencement-2014-05-17.pdf,"Staben, Chuck","McClure, Louise","McClure, Louise; Everett, Jim; Flowers, Jackie; Bloem, Sandi; Burnett, Don",2014-05-17,17 May 2014,,,,University of Idaho Library Special Collections and Archives,uicommencement-2014-05-17,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1146,1146,1086.pdf,/commencement/image/1086.pdf,commencement158
One Hundred Twentieth Commencement: Winter,commencement-dec2014.pdf,"Staben, Chuck","W. Smith, Robert","Smith, Robert ""Bob"" ",2014-12-13,13 December 2014,,,,University of Idaho Library Special Collections and Archives,commencement-dec2014,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1147,1147,1100.pdf,/commencement/image/1100.pdf,commencement159
One Hundred Twentieth Commencement: Spring,uicommencement-2015-05-16.pdf,"Staben, Chuck","Hunter, Samuel D.","Hunter, Samuel D.; Buckner-Webb, Cherie; Mortimer, Dean M.; Riggs, Jack; Wadsen, Lawrence G.",2015-05-16,16 May 2015,,,,University of Idaho Library Special Collections and Archives,uicommencement-2015-05-16,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1113,1113,1160.pdf,/commencement/image/1160.pdf,commencement160
One Hundred Twenty-First Commencement,commencement-dec2015.pdf,"Staben, Chuck","Weincek, John","Weincek, John M. ",2015-12-12,12 December 2015,,,,University of Idaho Library Special Collections and Archives,commencement-dec2015,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1173,1173,1126.pdf,/commencement/image/1126.pdf,commencement161
One Hundred Twenty First Commencement ,uicommencement-2016-05-14.pdf,"Staben, Chuck","Peterson, Brigadier General Erik C.","Peterson, Brigadier General Erik C.; Carpenter, Nora; Casper, Rebecca; Widmyer, Steve; Mosman, Michael W.",2016-05-14,14 May 2016,,,,University of Idaho Library Special Collections and Archives,uicommencement-2016-05-14,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1163,1163,1054.pdf,/commencement/image/1054.pdf,commencement162
One Hundred Twenty-Second Commencement,uicommencement-2016-12-10.pdf,"Staben, Chuck","Stauffer, Larry","Stauffer, Larry",2016-12-10,10 December 2016,,,,University of Idaho Library Special Collections and Archives,uicommencement-2016-12-10,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1141,1141,1072.pdf,/commencement/image/1072.pdf,commencement163
One Hundred Twenty-Second Commencement,commencement-may2017.pdf,"Staben, Chuck","Denis, Marilyn","Denis, Marilyn; Carlson, Meg; Aman, Rick; Robson, James A. ",2017-05-13,13 May 2017,,,,University of Idaho Library Special Collections and Archives,commencement-may2017,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1164,1164,1165.pdf,/commencement/image/1165.pdf,commencement164
One Hundred Twenty-Third Commencement,commencement-dec2017.pdf,"Staben, Chuck","Nelson, Janet","Nelson, Janet",2017-12-09,09 December 2017,,,,University of Idaho Library Special Collections and Archives,commencement-dec2017,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1207,1207,1159.pdf,/commencement/image/1159.pdf,commencement165
One Hundred Twenty-Third Commencement,commencement-2018.pdf,"Staben, Chuck","Mueller, Tom","Mueller, Tom; Bieter, David H.; Ball, Roger; Gissel, Norman",2018-05-12,12 May 2018,,,,University of Idaho Library Special Collections and Archives,commencement-2018,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1085,1085,1204.pdf,/commencement/image/1204.pdf,commencement166
One Hundred Twenty-Fourth Commencement,commencement-dec2018.pdf,"Staben, Chuck","Foisy, Brian","Foisy, Brian",2018-12-08,08 December 2018,,,,University of Idaho Library Special Collections and Archives,commencement-dec2018,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1149,1149,1154.pdf,/commencement/image/1154.pdf,commencement167
One Hundred Twenty-Fourth Commencement,commencement-2019.pdf,"Staben, Chuck","Little, Brad","Little, Brad; Atchley, Emma Sawyer ; Evans, Roger; Patrick, Shloeh",2019-05-11,11 May 2019,,,,University of Idaho Library Special Collections and Archives,commencement-2019,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1108,1108,1062.pdf,/commencement/image/1062.pdf,commencement168
125th Commencement,uicommencement-2019-12-14.pdf,"Green, C. Scott ","Carr-Chellman, Ali","Carr-Chellman, Ali",2019-12-14,14 December 2019,,,,University of Idaho Library Special Collections and Archives,uicommencement-2019-12-14,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1170,1170,1189.pdf,/commencement/image/1189.pdf,commencement169
