title,creator,editors,photographs,illustrations,graphic design,board of directors,date,date is approximate,description,subject,location,latitude,longitude,source,identifier,type,format original,format,digital collection,contributing institution,language,rights,rightsstatement,cdm_url,cdmid,contentdm file name,contentdm file path,objectid
Community News January 1998,Moscow Food Co-op,"London, Bill","Canary, Linda","Maut, Heidi; Riley, Kelly","Grinde, Kate","Ogle, Nick; Cressler, Mike; Moffitt, Chris; Reich, Vicki; Stannard, Sandy",1998-01,,,newsletters; cooperatives (business enterprises); vegetables; cheese,"310 West Third Street, Moscow Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-1998jan,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/27,27,235.pdf,/moscowcoop/image/235.pdf,moscowcoop0028
Community News April 2004,Moscow Food Co-op,"London, Bill; Monroe, Julie",,"Robinson-Smith, Debi","Maxwell, Jill","Forbes, Mike; Bridges, George; Beaver, Theresa; Hoffman, Bonnie; Kingery, Margaret; Pingree, Llewellyn; Mumford, Mark",2004-04,,,newsletters; cooperatives (business enterprises); bicycles; spring (season); beer (beverage),"221 East Third Street, Moscow Idaho",46.73203791,-116.9990522,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-2004apr,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/28,28,234.pdf,/moscowcoop/image/234.pdf,moscowcoop0029
Community News February 2007,Moscow Food Co-op,"London, Bill","Hall, David","Sowards, Elizabeth Carney","Prusynski, Megan","Vincent, Kim; Beck, Bill; Simpson, Will; Ronniger, Phil; Ryan, Kathleen; Thompson, Joe; Wilkinson, Donal",2007-02,,,newsletters; cooperatives (business enterprises); goldfinches; boards of directors,121 East Fifth South Street,46.73065303,-117.0002235,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-2007feb,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/29,29,290.pdf,/moscowcoop/image/290.pdf,moscowcoop0030
Community News January 1999,Moscow Food Co-op,"London, Bill",,"James, Rebecca; Maut, Heidi","Grinde, Kate","Biller, Ernie; Cressler, Mike; Gale, Jim; Moffitt, Christine; Ogle, Nick; Pengilly, Mimi; Hermanson, John; Peyer, Suzanne",1999-01,,,newsletters; cooperatives (business enterprises); moving announcements; bicycles,"221 East Third Street, Moscow Idaho",46.73203791,-116.9990522,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-1999jan,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/30,30,102.pdf,/moscowcoop/image/102.pdf,moscowcoop0031
Community News April 1994,Moscow Food Co-op,"London, Bill",,"Ruth, Paula","Palmer, Pam","Harvey, Jeanne; Strand, Eva; Rosenthal, Mare; Adams, Anne; Cunningham, Erika; Holmes, Evan; Pittenger, Dean; Reich, Viki",1994-04,,,newsletters; cooperatives (business enterprises); poetry; clove (flower bud),"310 West Third Street, Moscow Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-1994apr,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/31,31,187.pdf,/moscowcoop/image/187.pdf,moscowcoop0032
Community News March 2003,Moscow Food Co-op,"London, Bill; Harris, Therese",,"Lee, Pamela","Maxwell, Jill","Vaughan, Pat; Forbes, Mike; Bridges, George; Hoffman, Bonnie; Kingery, Margaret; Pingree, Al; Mumford, Mark",2003-03,,,newsletters; cooperatives (business enterprises); sustainability; bake ovens (baking devices),"221 East Third Street, Moscow Idaho",46.73203791,-116.9990522,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-2003mar,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/32,32,180.pdf,/moscowcoop/image/180.pdf,moscowcoop0033
Community News September 1995,Moscow Food Co-op,"London, Bill; Harris, Therese",,,"Cantrell, Kim","Harvey, Jeannie; Cunningham, Erika; Gaul, Tom; Holmes, Evan; Pittinger, Dean; Reich, Vicki; Stannard, Sandy; Strand, Eva",1995-09,,,newsletters; cooperatives (business enterprises); pasta (food); Ursidae (family),"310 West Third Street, Moscow Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-1995sept,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/33,33,25.pdf,/moscowcoop/image/25.pdf,moscowcoop0034
Community News March 1995,Moscow Food Co-op,"London, Bill; Harris, Therese",,,"Cantrell, Kim","Harvey, Jeannie; Cunningham, Erika; Gaul, Tom; Holmes, Evan; Pittinger, Dean; Reich, Vicki; Rosenthal, Mare; Stannard, Sandy; Strand, Eva",1995-03,,,newsletters; cooperatives (business enterprises); bakeries (built works); anniversaries,"310 West Third Street, Moscow Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-1995mar,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/34,34,143.pdf,/moscowcoop/image/143.pdf,moscowcoop0035
Community News January 2010,Moscow Food Co-op,"London, Bill","Hall, David","Rate, Lucas","Prusynski, Megan","Vincent, Kimberly; Beck, Bill; Neese, Dena; Macfarlane, Gary; Wilkinson, Donal; Norden, Chris; Kuhle, Andrika",2010-01,,,newsletters; cooperatives (business enterprises); documentary (film); fund raising,121 East Fifth Street,46.73065303,-117.0002235,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-2010jan,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/35,35,160.pdf,/moscowcoop/image/160.pdf,moscowcoop0036
Community News March 1996,Moscow Food Co-op,"London, Bill; Harris, Therese",,,"Grinde, Kate","Becker, Mark; Harris, Melissa; Moffit, Chris; Reich, Vicki; Stannard, Sandy; Strand, Eva; Wildung, Kristi",1996-03,,,newsletters; cooperatives (business enterprises); butter; nursing homes,"310 West Third Street, Moscow Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-1996mar,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/36,36,154.pdf,/moscowcoop/image/154.pdf,moscowcoop0037
Community News April 2000,Moscow Food Co-op,"London, Bill; Harris, Therese",,"Nelson, Nancy","Perez, Tanya","Gale, Jim; Hermanson, Jim; Knowles, Mary Jo; Ogle, Nick; Pengilly, Mimi; Peyer, Suzanne; Pingree, Al; Vaughan, Pat",2000-04,,,newsletters; cooperatives (business enterprises); sale prices; producer cooperatives,"221 East Third Street, Moscow Idaho",46.73203791,-116.9990522,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-2000apr,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/37,37,77.pdf,/moscowcoop/image/77.pdf,moscowcoop0038
