title,description,date,date is approximate,subject,latitude,longitude,digital collection,source,donor,box number,identifier,rights,standardized rights,format original,type,format,cdmid,contentdm file name,objectid
"Washing laundry in Roosevelt, Idaho",Mrs. W.A. Stonebraker (Lillian) hangs clothing on a clothesline in the snow. Located in the village of Roosevelt.,1903,yes,snow; wooden buildings; laundry; women; mining towns;,44.966538,-115.172905,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 75",26-P036,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3x4 black and white print,Image;StillImage,image/jpg,162,163.jp2,stonebraker162
Stonebraker pack train [02],Stonebraker pack train at Monumental Creek near the Juno Group of Claims property owned by Stonebraker near Thunder Mountain.,1903,yes,mules; forests; pack baskets;,45.4061,-115.8014,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 76",26-P037,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,163,164.jp2,stonebraker163
Hunting trip at Stonebraker Ranch [01],W.A. Stonebraker (middle) with pilot Nick Mamer (right) hang animal carcasses outside the Stonebraker Ranch.,1928,yes,hunters; log cabins; butchering; animal trophies;,45.3893561,-115.1976139,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 77",26-P038,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x4.5 black and white print,Image;StillImage,image/jpg,164,165.jp2,stonebraker164
Sumner Stonebraker with mule [01],"Sumner Stonebreaker sits on Bosco the mule holding two pistols near the river. Caption: ""Wild Bill. Throw up your hands!""",1903,yes,mules; water; guns;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 78",26-P039,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.5x2.5 black and white print,Image;StillImage,image/jpg,165,166.jp2,stonebraker165
W.A. Stonebraker and mule pack train [01],Al Stonebraker stands outside of his corral at the Stonebraker Ranch. A mule pack train waits behind him.,9/1/1931,,horses; mules; pack baskets; corrals; log cabins;,45.3893561,-115.1976139,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 6",26-N07,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2.75x4.5 black and white negative,Image;StillImage,image/jpg,166,167.jp2,stonebraker166
Men in submerged boat [02],Three men with pan and sluice in the river.,1903,yes,miners; rivers; forests;,45.362412,-115.183724,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 80",26-P041,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.5x3.5 black and white print,Image;StillImage,image/jpg,167,168.jp2,stonebraker167
Pack train on hillside [01],Unsent postcard of horse pack train walking along trail with a snow ahead.,1903,yes,horses; mules; snow;,45.362412,-115.183724,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 81",26-P042,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,168,169.jp2,stonebraker168
National Guard airplane prepares to take off,Pilot Nick Mamer stands behind a National Guard 116th Observation Squadron parked in the meadow near the Stonebraker Ranch.,8/21/1928,,military aircraft;,45.377852,-115.198892,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 10",26-N11,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2.75x4.5 black and white negative,Image;StillImage,image/jpg,169,170.jp2,stonebraker169
Pack train on the trail,A man leads a pack train of mules around a rocky bend.,1903,yes,horses; mules; forests;,45.362412,-115.183724,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 82",26-P043,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,170,171.jp2,stonebraker170
Pack train near Monumental Creek,Mule pack train walking on rocks near forested area.,1903,yes,mules; forests; mountains; pack baskets;,45.362412,-115.183724,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 79",26-P040,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,171,172.jp2,stonebraker171
Stonebraker pack train [03],"Two men load bundles of supplies on a horse in a wooded area. ""Pull harder.""",1903,yes,horses; pack baskets; forests;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 84",26-P045,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,172,173.jp2,stonebraker172
Pack train on hillside [02],Dropping down on to the Salmon River.,1903,yes,horses; mules; forests;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 85",26-P046,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.5 black and white print,Image;StillImage,image/jpg,173,174.jp2,stonebraker173
