title,description,date,date_is_approximate,subject,campus_event,campus_organization,latitude,longitude,donor,publisher-digital,source,identifier,rights,rightsstatement,format_original,type,format,language,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Delta Gamma House [02],Delta Gamma house on the northeast corner of Idaho and Elm Streets.,1923,yes,sororities; sorority houses,Greek Life,Delta Gamma,46.72789,-117.008083,,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",007-003,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,Image;StillImage,image/jpg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/38,38,44.jp2,/pg2/image/44.jp2,pg238
Delta Gamma House [03],Delta Gamma house on the northeast corner of Idaho and Elm Streets.,1935,yes,sororities; sorority houses,Greek Life,Delta Gamma,46.72779,-117.008083,,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",007-004,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,Image;StillImage,image/jpg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/39,39,45.jp2,/pg2/image/45.jp2,pg239
Delta Gamma House [04],"Girls standing by doorway of Delta Gamma house, which is on the northeast corner of Idaho and Elm Streets.",1961,yes,sororities; sorority houses; students,Greek Life,Delta Gamma,46.72809,-117.008083,"Photo Center, U of I",University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",007-005,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,Image;StillImage,image/jpg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/40,40,46.jp2,/pg2/image/46.jp2,pg240
Delta Gamma House [5],"Girls standing by doorway of Delta Gamma house, which is on the northeast corner of Idaho and Elm Streets.",1961,yes,sororities; sorority houses; students,Greek Life,Delta Gamma,46.72799,-117.008073,"Photo Center, U of I",University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",007-006,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,Image;StillImage,image/jpg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/41,41,47.jp2,/pg2/image/47.jp2,pg241
Beta Sigma Charter Members,"Beta Sigma charter members sitting for a portrait photograph. Back row, l-r: Jessie Gibson, Olive Regan, Zella Perkins, Mrs. Padelford, Emma Strong, Trula Keener, Daisy Booth; front row, l-r: Nell Ireton, Nina Wilkins, Mabel Martin, Edna Moore, Ruth Gipson, Della Brown",1901,yes,sororities; students; women,Greek Life,Beta Sigma,46.72799,-117.008063,Margaret McCallie Moore,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",007-007,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,9x4 black and white print,Image;StillImage,image/jpg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/42,42,48.jp2,/pg2/image/48.jp2,pg242
Delta Gamma House [07],"Students sit around the living room at the Delta Gamma house, which is on the northeast corner of Idaho and Elm Streets.",1935,yes,sororities; sorority houses; students,Greek Life,Delta Gamma,46.72799,-117.008103,Hodgins,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",007-010,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white film negative,Image;StillImage,image/jpg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/43,43,49.jp2,/pg2/image/49.jp2,pg243
Alpha Tau Omega House [01],Alpha Tau Omega house under construction on the northwest corner of Deakin and Idaho Streets.,1928-07-01,,fraternities; fraternity houses,Greek Life,Alpha Tau Omega,46.727975,-117.007085,,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",003-001,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,Image;StillImage,image/jpg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/44,44,5.jp2,/pg2/image/5.jp2,pg244
Delta Tau Delta House [01],"Formerly General Chrisman's home. Beta Chi's house on 720 Idaho, which became Delta Tau Delta in 1931.",1931,yes,fraternities; fraternity houses,Greek Life,Delta Tau Delta,46.727895,-117.011792,,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",008-001,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5.75x3.5 black and white print,Image;StillImage,image/jpg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/45,45,50.jp2,/pg2/image/50.jp2,pg245
Delta Tau Delta House [02],"Formerly General Chrisman's home. Beta Chi's house on 720 Idaho, which became Delta Tau Delta in 1931.",1931,yes,fraternities; fraternity houses,Greek Life,Delta Tau Delta,46.728155,-117.010187,,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",008-003,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,Image;StillImage,image/jpg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/46,46,51.jp2,/pg2/image/51.jp2,pg246
Delta Tau Delta House [03],"Students sit around the living room at the Delta Tau Delta house, which is at 720 Idaho.",1935,yes,fraternities; fraternity houses; students,Greek Life,Delta Tau Delta,46.728155,-117.010078,,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",008-004,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white film negative,Image;StillImage,image/jpg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/47,47,52.jp2,/pg2/image/52.jp2,pg247
Delta Gamma House [06],Delta Gamma house on the northeast corner of Idaho and Elm Streets.,1923,yes,sororities; sorority houses,Greek Life,Delta Gamma,46.72799,-117.008093,Hodgins,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",007-008,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x5.75 black and white print,Image;StillImage,image/jpg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/48,48,53.jp2,/pg2/image/53.jp2,pg248
Delta Tau Delta House [04],Delta Tau Delta's Spring Formal dance.,1936,yes,fraternities; students,Greek Life,Delta Tau Delta,46.728195,-117.00999,,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",008-005,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,Image;StillImage,image/jpg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/49,49,54.jp2,/pg2/image/54.jp2,pg249
Gamma Phi Beta House [01],Gamma Phi Beta house at 1038 Blake Avenue.,1935,yes,sororities; sorority houses,Greek Life,Gamma Phi Beta,46.725728,-117.00834,,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",009-001,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5x3.5 black and white print,Image;StillImage,image/jpg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/50,50,55.jp2,/pg2/image/55.jp2,pg250
Gamma Phi Beta House [02],Gamma Phi Beta house at 1038 Blake Avenue.,1935,yes,sororities; sorority houses,Greek Life,Gamma Phi Beta,46.725718,-117.00824,,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",009-002,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5.5x3.5 black and white print,Image;StillImage,image/jpg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/51,51,56.jp2,/pg2/image/56.jp2,pg251
Gamma Phi Beta House [03],Gamma Phi Beta house at 1038 Blake Avenue.,1935,yes,sororities; sorority houses,Greek Life,Gamma Phi Beta,46.725738,-117.00804,,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",009-003,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,Image;StillImage,image/jpg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/52,52,57.jp2,/pg2/image/57.jp2,pg252
Gamma Phi Beta House [04],"Interior view of sun room at the Gamma Phi Beta house, which is at 1038 Blake Avenue.",1935,yes,sororities; sorority houses,Greek Life,Gamma Phi Beta,46.725708,-117.00814,,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",009-004,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,Image;StillImage,image/jpg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/53,53,58.jp2,/pg2/image/58.jp2,pg253
Gamma Phi Beta House [05],Architect's rendering of the Gamma Phi Beta house.,1960,yes,sororities; sorority houses,Greek Life,Gamma Phi Beta,46.728506,-117.008398,"Publications Dept., U of I",University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",009-005,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,Image;StillImage,image/jpg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/54,54,59.jp2,/pg2/image/59.jp2,pg254
