title,creator,date,date is approximate?,description,subject,location,geonames,latitude,longitude,source,usfs number,publisher,identifier,format original,format,type,rights,rightsstatement,language,cdmid,objectid
The Clearwater Valley from Sheep Hill,,1930,yes,The Clearwater Valley from Sheep Hill,mountains; peaks; points; valleys; forests; landscapes; lookouts; fire lookouts; national forests,Nez Perce-Clearwater National Forest;Idaho;United States; Nez Perce National Forest;Idaho;United States,,46.185943,-115.426672,,,United States Forest Service,Payette109,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,46,archivalidaho46
"Chamberlin Basin, flora in deer and elk range","Marshall, W.H.",1938,,Photo text: 'Purshia tridentata and bunch grass on elk and deer range.' This is image is part of records by Fish and Wild Life Services.,national forests; mountains; lakes; ridges; peaks; points; landscapes,Sawtooth National Forest;Idaho;United States,,44.027885,-114.600909,NARA College Park; RG 22 Fish and Wildlife Services; Biological Survey Photos; WB; Box 39,,United States Fish and Wildlife Service,NARA0815DC69,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,47,archivalidaho47
"Aerial survey of Weeks Field site, Coeur d'Alene","Heral, L.S.",1938,,"Aerial image and survey of Weeks Field, the first airfield in Coeur d'Alene and, by some sources, the first municipally owned airport in the United States. Closed in the 1940's or 50's it was located on the site of the current Kootenai County Fairgrounds.",airport; air strip; landing field; runway; city; aerial; survey,Coeur d'Alene;Idaho;United States,,47.717136,-116.785388,,,United States Geological Survey,NARA10StlPht13,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,48,archivalidaho48
"Town of Buffalo, Idaho County, Idaho",,1905,,"The town of Buffalo near Buffalo Hump, Idaho County, Idaho.",cabins; log; buildings; towns; cities; national forests,Buffalo Hump;Idaho;United States,,45.620636,-115.70002,NARA DC; RG 49; E 918P; Reports; photos; and maps removed from Forest Files (E 912) Box 4 Buffalo Hump Album 1905,,,NARA16DC257,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,49,archivalidaho49
"Coyote hunters, Owyhee County",,1940,yes,"Photo text: 'WPA hunters after predatory animals (coyotes) in Oeyhee county, Idaho. Curing six years of operations, Idaho WPA hunters have accounted for 53,972 coyotes, 2,504 bobcats, 46 mountain lions, and one timber wolf at an average cost of less than $5.00 per predator.' Two men sit on hillside with horses.  Note: This image is part of a Work Progress Administration publicity series.",Works Progress Administration; WPA; people; coyote killers; hunters; hunting; coyotes; wildlife,Owyhee County;Idaho;Unites States,,42.58153,-116.16998,NARA College Park; Still Photo Branch; RG 69 WPA; Series NS Publicity,,,NARA16DC156,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,50,archivalidaho50
Pocatello and Portneuf River,"Crissy Air Field, California",1932,,This image is part of a series of aerials taken by the Army Air Corps.,aerials; Idaho; landscapes; cities; towns; buildings; rivers,Pocatello;Idaho;United States,,42.849147,-112.435083,Army Air Corps - Airscapes Idaho,,Army Air Corps,Army45,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,51,archivalidaho51
"Scouts swimming at Billy Rice Camp, Warm Lake",,1939,,This is image is part of a photo album dated in the 1930's.,swimming; swimmers; recreation; people; lakes; rangers; signs; signage; boy scouts; dogs; mountains; national forests,Payette National Forest;Idaho;United States,,44.655099,-115.676939,,389986,United States Forest Service,OGDEN42,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,52,archivalidaho52
Image of Kalispel Reservation before cleanup,"Wing, H.R.",1941,yes,Before and after photos of Kalispel Reservation cleanup. Note: This image is part of a narrative pictoral report to accompany quarterly enrollee program report.,CCC; Civilian Conservation Corps; Indian; division; tribes; reservations; Nez Perce; tribes; enrollees; reservations; clean up,Kalispel Reservation;Washington;Unites States,,48.346524,-117.280694,NARA DC; RG 75; E 1004 CCC - Indian Division; Box 4; North Idaho,,,NARA16DC19,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,53,archivalidaho53
Farm house to be repaired inside and out,,1937,yes,Photo caption: 'This house of Agnes Loury is to be repaired both inside and out.' This image is part of a report regarding farm organizations among tribes in Northern Idaho and the CCC-Indian Division.,CCC; Civilian Conservation Corps; Indian; division; tribes; reservations; house; repair; buildings; construction,Kamiah;Idaho;Unites States; Nez Perce Reservation;Idaho;United States,,46.36935,-115.91847,NARA DC; RG 75; E 121 Northern Idaho Agency; CCF 031; Box 24,,,NARA16DC082b,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,54,archivalidaho54
"Bear Basin near head waters of Salmon River, Idaho County","Baker, H.P.",1904,,"Photo text: 'View of Bear Basin, looking toward Warm Lake. The forest growth is very open and large numbers of sheep are run here. This region drains into the Salmon River.' This is image is part of a report on the proposed Sawtooth Forest Reserve by Hugh P. Baker, 1904.",national forests; mountains; surveys; grazing; lands; sheep; livestock; creeks,Valley County;Idaho;United States; Idaho County;Idaho;United States,,44.482321,-115.703619,R-4 History Files Idaho NF Boundans Box 87,,United States Forest Service,OGDEN103,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,55,archivalidaho55
"Elk Summit Ranger Station, man shingling on roof",,1928,yes,"Elk Summit Ranger Station, man shingling on roof",ranger stations; guard stations; log; buildings; cabins; national forests; wilderness,Bitterroot National Forest;Idaho;United States; Bitterroot National Forest;Montana;United States; Selway-Bitterroot Wilderness;Montana;United States,,46.326899,-114.647673,R-1 Engineering Division; Historical Facility Photo File; Missoula; MT,235104,United States Forest Service,R1EngrPics6a,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,56,archivalidaho56
