title,date,date is approximate?,description,location,latitude,longitude,subject,source,identifier,donor,collection,format original,type,format,language,rights,rightsstatement,cdm_url,collectionid,cdmid,objectid
"David's Department Store, 3rd and Main Street. Moscow, Idaho.",1900,,,Moscow,46.732254,-117.001326,department stores;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-03a,,Idaho Cities & Towns Collection,6x7.75 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/42,cities,42,cities42
"David's Department Store, 3rd and Main Street. Moscow, Idaho.",1951,,,Moscow,46.732254,-117.001326,department stores;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-03b,,Idaho Cities & Towns Collection,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/43,cities,43,cities43
"Students in front of Russell School (1884-1912). Moscow, Idaho.",1886-01-01,,Moscow's first public school,Moscow,46.734314,-116.997582,schools; teachers;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-04a,,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/44,cities,44,cities44
"Exterior view of Russell School (1884-1912) after the annex was built in 1888. Moscow, Idaho..",1890-01-01,,Moscow's first public school,Moscow,46.734314,-116.997582,schools;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-04b,,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/45,cities,45,cities45
"Harrison Old Time Picnic cruise on the Dancewana. Harrison, Idaho.",1982-07-01,,,Harrison,47.455625,-116.787694,boats; service stations,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-115-6a,Stanley A. Shepard,Idaho Cities & Towns Collection,3.5x5 color print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/46,cities,46,cities46
"Teachers attending Latah County Teachers' Institute outside of Russell School (1884-1912). Moscow, Idaho.",1889-01-01,,Second teachers' institute held in Moscow,Moscow,46.734314,-116.997582,schools; teachers;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-04c,D.E. Warren,Idaho Cities & Towns Collection,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/47,cities,47,cities47
"Russell School (1884-1912). Moscow, Idaho.",1901,,Moscow's first public school,Moscow,46.734314,-116.997582,schools;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-04d,Mr. & Mrs. Darrel Parks,Idaho Cities & Towns Collection,3.25x4.25 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/48,cities,48,cities48
"Whitworth High School. Moscow, Idaho.",1939,,,Moscow,46.732793,-116.996353,schools;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-05a,,Idaho Cities & Towns Collection,3.5x4 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/49,cities,49,cities49
"Whitworth High School. Moscow, Idaho.",1946-01-01,,,Moscow,46.732793,-116.996353,schools;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-05c,,Idaho Cities & Towns Collection,3.5x5.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/50,cities,50,cities50
"Whitworth High School. Moscow, Idaho.",1941-01-01,,Postcard,Moscow,46.732793,-116.996353,schools;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-05b,,Idaho Cities & Towns Collection,3.5x5.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/51,cities,51,cities51
"Whitworth High School. Moscow, Idaho.",1935,y,,Moscow,46.732793,-116.996353,schools;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-05d,Mrs. George Deshler,Idaho Cities & Towns Collection,1.5x2.5 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/52,cities,52,cities52
"Methodist Church, 3rd and Adams Street. Moscow, Idaho.",1936,,,Moscow,46.732481,-116.997909,churches(buildings);,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-06a,,Idaho Cities & Towns Collection,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/53,cities,53,cities53
"Methodist Church, 3rd and Adams Street. Moscow, Idaho.",1906,,Postcard,Moscow,46.732481,-116.997909,churches(buildings);,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-06c,,Idaho Cities & Towns Collection,3.5x5.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/54,cities,54,cities54
"Methodist Church, 3rd and Adams Street, and Moscow High School. Moscow, Idaho.",1950,y,Postcard,Moscow,46.732407,-116.996385,churches(buildings);,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-06d,,Idaho Cities & Towns Collection,3.5x5.5 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/55,cities,55,cities55
"Methodist Church, 3rd and Adams Street. Moscow, Idaho.",1991-01-01,,,Moscow,46.732481,-116.997909,churches(buildings);,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-06e,Marian Murta Bell,Idaho Cities & Towns Collection,3.5x5.5 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/56,cities,56,cities56
