objectid,identifier,title,description,creator,staff,relation,date,date is approximate,subject,location,latitude,longitude,source,type,format original,format,digital collection,contributing institution,language,rights,rightsstatement,cdm_url,cdmid,contentdm file name,contentdm file path
womenscenter035,ug71_f364-1973mar,Women's Center Newsletter No. 3,"The March 27, 1973 issue of the Women's Center Newsletter, titled ""Women's Center Newsletter No. 3.""",Women's Center,,,1973-03-27,,discussions (events); discrimination; civic groups,"Administration Building, University of Idaho, Moscow ID",46.725458,-117.010767,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/34,34,370.pdf,/womenscenter/image/370.pdf
womenscenter036,ug71_b11_f381-003b,Woman suffrage headquarters,"A group of women standing outside Woman Suffrage Headquarters in Upper Euclid Avenue, Cleveland. One sign reads ""Woman Suffrage Headquarters. Men of Ohio! Give the women a square deal. Vote for Amendment No. 23 on September 3, 1912."" Another reads ""Come in and learn why women ought to vote."" Courtesy Library of Congress.",,,,1912,yes,women's suffrage; voting; women,"Cleveland, Ohio",41.50091277,-81.68297417,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/35,35,484.jp2,/womenscenter/image/484.jp2
womenscenter037,ug71_b11_f378-010,Shot of an art gallery wall,A shot of an art gallery of matted artwork hung on a white wall.,,,,1990,yes,art (broad object genre); art galleries (institutions); blank walls,"Women's Center, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph removed from foamcore,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/36,36,144.jp2,/womenscenter/image/144.jp2
womenscenter038,ug71_b11_f381-006d,Ruby Valentine and Gerri Sayler,Ruby Valentine and Gerri Sayler sitting in the Women's Center. Gerri Sayler is wearing what looks like bright pink earmuffs. Ruby Valentine with her profile facing the camera and is holding onto green strings attached to Gerri Sayler's ear piece. The image is focused on the windows in the background.,,,,,,women; earmuffs; jewelry,"Women's Center, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/37,37,113.jp2,/womenscenter/image/113.jp2
womenscenter039,ug71_f365-1990nov,Women's Center November Programs 1990,"The November 1990 issue of the Women's Center Newsletter, titled ""Women's Center November Programs 1990.""",Women's Center,"Thomas, Betsy; Jacobsen, Desiree; Entezari, Pooneh; Smallwood, Leslie; Dixon, Lisa; Kuehne, Caroline; Stockton, Kim; Hinkley, Heidi",,1990-11,,deaths; LGBTQ+; power,"Idaho and Line streets, Moscow ID",46.72785,-117.011932,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/38,38,116.pdf,/womenscenter/image/116.pdf
womenscenter040,ug71_f364-1984sep,Women's Center September 1984 Programs,"The September 1984 issue of the Women's Center Newsletter, titled ""Women's Center September 1984 Programs.""",Women's Center,"McMahan, Kerrin",,1984-09,,violence; ethics (philosophy); television programs,"Idaho and Line streets, Moscow ID",46.72785,-117.011932,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/39,39,225.pdf,/womenscenter/image/225.pdf
womenscenter041,ug71_f365-1988oct,Women's Center October Programs 1988,"The October 1988 issue of the Women's Center Newsletter, titled ""Women's Center October Programs 1988.""",Women's Center,"Thomas, Betsy; Erickson, Sherry; Ruby, Kathy; Davies, Heidi; Kornkven, Anne; Larson, Marigay; Pike, Joan; Soliz, Betty",,1988-10,,tarot; elders; real estate,"Idaho and Line streets, Moscow ID",46.72785,-117.011932,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/40,40,235.pdf,/womenscenter/image/235.pdf
womenscenter042,ug71_f364-1982novdec,Women's Center November-December Programs,"The November-December 1982 issue of the Women's Center Newsletter, titled ""Women's Center November-December Programs.""",Women's Center,"Hannaford, Alayne; Dinauer, Sue; Kahm, Dawn; Lawson, Rebecca; Leamer, Bob; Ward, Peggy",,1982-11,,higher education; LGBTQ+; poets; magazines (periodicals),"Idaho and Line streets, Moscow ID",46.72785,-117.011932,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/41,41,234.pdf,/womenscenter/image/234.pdf
womenscenter043,ug71_b11_f381-050,Recreation of Judy Chicago's The Dinner Party [11],"Photo from a recreation of Judy Chicago's The Dinner Party, held in St. Augie's. Several people sitting at tables. The room is lit by candlelight. Some of the people are looking down at something, possibly paper, on the table.",,,,1978,yes,candles; tablecloths; women,,,,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/42,42,290.jp2,/womenscenter/image/290.jp2
womenscenter044,ug71_b11_f382-029b,Fun Run [19],Two people running past the camera.,,,,1997,yes,races (events); running (physical activity); women,"Campus Walkway, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/43,43,102.jp2,/womenscenter/image/102.jp2
womenscenter045,ug71_b11_f382-030b,Fun Run [23],Several people making their way towards the finish line.,,,,1997,yes,running (physical activity); walking; races (events),"Campus Walkway, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/44,44,187.jp2,/womenscenter/image/187.jp2
womenscenter046,ug71_b11_f382-001,Lori Van Buggenum and Emily Sly,"Lori Van Buggenum and Emily Sly, FLAME Founders, sitting on couches. This photograph was taken when the Women's Center was in the Annex building north of the Administration Building.",,,,1997,yes,books; couches (reclining furniture); women,University of Idaho,46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/45,45,512.jp2,/womenscenter/image/512.jp2
womenscenter047,ug71_b11_f381-028c,Groom feeds the bride a piece of wedding cake,The groom feeds the bride a piece of wedding cake as wedding guests look on.,,,,,,cake (food); brides; bridegrooms,,,,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/46,46,180.jp2,/womenscenter/image/180.jp2
