title,creator,publisher,date,date is approximate,description,subject,collection,contributing institution,publisher digital,source,listing code,identifier,format original,type,format,digitization specifications,rights,rightsstatement,language,metadata cataloger,metadata assistants,scanner technician,scanner assistants,collection administrator,filename,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
"Frank Sinatra, Jimmy Van Heusen, and Ella Fitzgerald",,,1959-12-13,,"10 x 8 inch photograph; Frank Sinatra, Jimmy Van Heusen, and Ella Fitzgerald. Handwritten on the back of the photograph: at Sinatra Timex TV Show, 1959-12-13","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 34",IJC002IV,LF.IV.0338,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240272,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/85,85,86.jpg,/lfc/image/86.jpg,lfc85
Sweethearts of Rhythm,"Zinn Arthur, NY",,1946,,"7 5/8 x 9 5/8 inch photograph; Sweethearts of Rhythm at RCA. Anne Mae Winburn, conducting, with Vi Burnside behind. This photograph is published in Leonard Feather's book The Jazz Years: Earwitness to an era","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 34",IJC002IV,LF.IV.0339,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668239252,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/86,86,87.jpg,/lfc/image/87.jpg,lfc86
Mary Lou Williams All-Stars,,,1946,,"10 x 8 inch photograph; Mary Lou Williams All-Stars at RCA. Left to right: Rose Gottesman, Mary Osborne, June Rotenberg, Margie Hyams, MLW. This photograph is published in Leonard Feather's book The Jazz Years: Earwitness to an era","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 34",IJC002IV,LF.IV.0340,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668239866,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/87,87,88.jpg,/lfc/image/88.jpg,lfc87
"A. Previn, Leonard Feather, Leonard Bernstein, Ralph Gleason, Gene Norman at the Hollywood Bowl",Herman Leonard,,1955,,"10 x 8 inch photograph; A. Previd, Leonard Feather, Leonard Bernstein, Ralph Gleason, Gene Norman at the Hollywood Bowl","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 36",IJC002IV,LF.IV.0352,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668239679,2008-07-22,2018-02-20,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/88,88,100.jpg,/lfc/image/100.jpg,lfc88
Coleman Hawkins and musicians with audience,,,1960,y,2 3/8 x 3 1/2 inch photograph; Saxophonist Coleman Hawkins and musicians with audience,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 37",IJC002IV,LF.IV.0353,Black & white photograph,Image;StillImage,image/jpg,"600 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240251,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/89,89,101.jpg,/lfc/image/101.jpg,lfc89
"Kenneth ""Red"" Norvo with an unidentified man in a restaurant",,,1950,y,"5 x 3 1/2 inch photograph; man seated on the right, in the restaurant, is vibraphone, xylophone and band leader Kenneth ""Red"" Norvo.","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 37",IJC002IV,LF.IV.0354,Black & white photograph,Image;StillImage,image/jpg,"600 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668239666,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/90,90,102.jpg,/lfc/image/102.jpg,lfc90
Leonard Feather,,,1950,y,5 x 4 inch photograph; Leonard Feather at Kelly's Stable during a jam session,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 37",IJC002IV,LF.IV.0355,Black & white photograph,Image;StillImage,image/jpg,"600 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668239853,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/91,91,103.jpg,/lfc/image/103.jpg,lfc91
Unidentified man,,,1940,y,6 3/4 x 4 3/4 inch photograph; unidentified man standing in front of a store window with a sign that reads: H.R.S. Record shop,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 37",IJC002IV,LF.IV.0356,Black & white photograph,Image;StillImage,image/jpg,"600 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668239251,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/92,92,104.jpg,/lfc/image/104.jpg,lfc92
Una Mae Carlisle,,,1960,y,7 x 9 1/4 inch photograph; Una Mae Carlisle playing the piano,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 37",IJC002IV,LF.IV.0357,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240232,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/93,93,105.jpg,/lfc/image/105.jpg,lfc93
Mal Hallett with three unidentified men,"Ray Levitt ,NY",,1940,y,"8 x 10 inch photograph; Mal Hallett with three unidentified men surrounded by audience. Stamped on the back of the photograph: George B. Evans, NY; handwritten: Roseland, Lou Brecker?","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 37",IJC002IV,LF.IV.0359,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668239256,2008-07-22,2018-02-20,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/94,94,106.jpg,/lfc/image/106.jpg,lfc94
"Glenn Miller, Charlie Spivak, and unidentified persons in a restaurant","Arsene Studio, NY",,1942,y,"8 x 10 inch photograph; Glenn Miller, Charlie Spivak, and unidentified persons in a restaurant. Stamped on the back of the photograph: George B. Evans, NY","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 37",IJC002IV,LF.IV.0360,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240237,2008-07-22,2018-02-20,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/95,95,107.jpg,/lfc/image/107.jpg,lfc95
Orchestra,"Robert E. Coates, NY",,1935,y,"8 x 10 inch photograph; an orchestra. The musicians include Gene Traxler, Charlie Bush, Cliff Weston, Andy Ferretti, Paul Mitchell, Bud Freeman, Toots Mondello, and Paul Ricci","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 37",IJC002IV,LF.IV.0361,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668239859,2008-07-22,2018-02-20,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/96,96,108.jpg,/lfc/image/108.jpg,lfc96
"Rex Stewart, Buddy DeFranco, and unidentified musicians with audience",,,1949,y,"10 x 8 inch photograph; Cornetist Rex Stewart, clarinetist  Buddy DeFranco, and unidentified musicians with audience. The vocalist is using crutches. The background wall includes drawings and the name Pied Piper","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 38",IJC002IV,LF.IV.0362,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668239695,2008-07-22,2018-02-20,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/97,97,109.jpg,/lfc/image/109.jpg,lfc97
