title,description,creator,date,date is approximate?,subject,subject (lcsh),location,location (lcsh),latitude,longitude,digital collection,publisher digital,source,identifier,rights,rightsstatement,ordering information,format original,type,format,language,digitization specifications,date digital,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,objectid
Wawawai Orchards Washington [06],Part 1 of 6 parts of a panoramic picture of the Wawawai Orchards before the Oregon Railroad & Navigation Company railroad came in 1907. Pictures from the north to the south. Shows the grade down to Wawawai.,,1900,yes,rivers,Orchards--Washington (State)--Whitman County; Snake River (Wyo.-Wash.),Washington;Whitman County;Colton,United States--Washington--Whitman County--Colton,46.635734,-117.377256,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-060a,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1733,1733,1734.jp2,/ott/image/1734.jp2,ott1733
Waters rising on the Snake River when gates closed at Lower Granite Dam,"Same area as 90-10-059 showing the water starting to rise from the gates being closed on the Lower Granite Dam. February 15, 1975.",,1975-02-15,,rivers,Snake River (Wyo.-Wash.),Washington;Whitman County;,United States--Washington--Whitman County,46.696426,-117.46582,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-060,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1734,1734,1735.jp2,/ott/image/1735.jp2,ott1734
Wawawai Orchards Washington [04],Part 2 shows the bottom of the grade (road) with orchards beyond.,,1900,yes,rivers; roads,Orchards--Washington (State)--Whitman County; Snake River (Wyo.-Wash.),Washington;Whitman County;Colton,United States--Washington--Whitman County--Colton,46.635734,-117.377256,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-060b,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1735,1735,1736.jp2,/ott/image/1736.jp2,ott1735
Wawawai Orchards Washington [02],Part 3 shows old and new orchards.,,1900,yes,rivers,Orchards--Washington (State)--Whitman County; Snake River (Wyo.-Wash.),Washington;Whitman County;Colton,United States--Washington--Whitman County--Colton,46.635734,-117.377256,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-060c,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1736,1736,1737.jp2,/ott/image/1737.jp2,ott1736
Wawawai Orchards Washington [05],Part 4 shows old and new orchards.,,1900,yes,rivers,Orchards--Washington (State)--Whitman County; Snake River (Wyo.-Wash.),Washington;Whitman County;Colton,United States--Washington--Whitman County--Colton,46.635734,-117.377256,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-060d,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1737,1737,1738.jp2,/ott/image/1738.jp2,ott1737
Wawawai Orchards Washington [03],Part 5 shows more orchards.,,1900,yes,rivers,Orchards--Washington (State)--Whitman County; Snake River (Wyo.-Wash.),Washington;Whitman County;Colton,United States--Washington--Whitman County--Colton,46.635734,-117.377256,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-060e,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1738,1738,1739.jp2,/ott/image/1739.jp2,ott1738
Wawawai Orchards in Washington [01],Part 6 is the last picture showing end of orchards upriver. Pictures copies from a panoramic from June Crithfield who was raised in Wawawai.,,1900,yes,rivers,Orchards--Washington (State)--Whitman County; Snake River (Wyo.-Wash.),Washington;Whitman County;Colton,United States--Washington--Whitman County--Colton,46.635734,-117.377256,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-060f,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1739,1739,1740.jp2,/ott/image/1740.jp2,ott1739
Wawawai Washington [02],"Snake River ferry at Wawawai November 16, 1909.",,1909-11-16,yes,boats; people; rivers,Ferries--Washington (State)--Whitman County; Rivers--Washington (State)--Whitman County; Snake River (Wyo.-Wash.),Washington;Whitman County;Colton,United States--Washington--Whitman County--Colton,46.635734,-117.377256,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-060g,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1740,1740,1741.jp2,/ott/image/1741.jp2,ott1740
Wawawai Washington [01],"Looking east across Snake River at Wawawai, Washington early 1900s. 1- Oregon Railroad & Navigation Company bridge across creek. See road at right under bridge going to ferry. 2- Tower supporting ferry cable. 3- Wawawai store and post office. 4- Oregon Railroad and Navigation Company depot. 5- Fruit packing building. Picture furnished by Ester Smith, Pullman, Washington.",,1901,yes,rivers,Snake River (Wyo.-Wash.),Washington;Whitman County;Colton,United States--Washington--Whitman County--Colton,46.635734,-117.377256,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-060h,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1741,1741,1742.jp2,/ott/image/1742.jp2,ott1741
Wawawai Orchards after gates closed at Lower Granite Dam,"Area once covered with fruit trees shows the water rising due to the gates being closed at Lower Granite Dam. February 15, 1975.",,1975-02-15,,rivers,Snake River (Wyo.-Wash.),Washington;Whitman County;,United States--Washington--Whitman County,46.635734,-117.377256,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-061,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1742,1742,1743.jp2,/ott/image/1743.jp2,ott1742
