title,description,creator,date,date is approximate,subjects,relation,latitude,longitude,source,identifier,rightsstatement,rights,format original,type,format,language,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
A carload of logs is ready for shipment,"One carload of logs is complete, and the marion tops off the load on one end of the second car. A depression is left at the center of the load, and a chain goes around before the load is finished. The weight of one large or several smaller top logs on the chain keeps it tight and the load secure.",,1910,yes,Steam engines; spars; cables; flatcars; logs; timber; railway tracks; loggers; engine houses; engineers; lumberyards; peavies;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-191,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6.5x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/37,37,35.jp2,/treesgrewtall/image/35.jp2,trees37
Sorting and piling logs,"Sorting and piling poles. The clusters of logs are lifted with chokers. This is the loader, Maggie. The Fred Lane house is seen under its boom, at center.",,1920,yes,lumberyards; loaders; cables; rigging; booms; spars; winches; wheels; pulleys; engine houses; chokers; booms; yarders; marions;,,,,John B. Miller,pg12-203,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6.5x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/38,38,82.jp2,/treesgrewtall/image/82.jp2,trees38
"Looking west across the town of Bovill, Idaho","A view from east of Bovill from the vantage point of Big Rock Hill, looking west. Bovill itself is framed in the middle ground with forests on each side. Cherry Butte and Potato Hill are visible in the distance.",,1905,yes,Big Rock Hill; Potato Hill; Cherry Butte; lakes; basalt; trees; forests; snags; towns;,"Latah County, Idaho",46.86115,-116.378686,John B. Miller,pg12-003,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/39,39,6.jp2,/treesgrewtall/image/6.jp2,trees39
"Collins, Idaho","Collins, viewed from the south, probably about 1912.",,1912,yes,fences; horses; saddles; children; men; women; storefronts; log houses; sheds; dogs; buggies (carriages); trees; forests;,"Latah County, Idaho",46.853045,-116.363595,John B. Miller,pg12-039,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/40,40,69.jp2,/treesgrewtall/image/69.jp2,trees40
Potlatch Lumber Company's Camp 6,"Potlatch Lumber Company's Camp 6, near Helmer, Idaho.",,1910,yes,cabins; camps; log buildings; company towns; dry conifer forests; loggers; men; women;,"Latah County, Idaho",46.80079,-116.470515,John B. Miller,pg12-188,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",7x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/41,41,18.jp2,/treesgrewtall/image/18.jp2,trees41
"Aerial view of Bovill, Idaho","Aerial view of Bovill, Idaho.",,1934,yes,aerial photographs; company towns; main streets; lumberyards; railway stations; depots; tracks; rivers;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-217,http://rightsstatements.org/vocab/InC-EDU/1.0/,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6.5x10 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/42,42,101.jp2,/treesgrewtall/image/101.jp2,trees42
"Looking northwest across Deary, Idaho","Buildings are identified in book caption: 'Looking northwest from a point not far from the school. The McQueary Hotel hides part of the west side of Main Street. Above it are the hardware and drug store, both characterized by fasle fronts with peaks. The flat roof between is part of the drugstore. Next is the box-like shape of the bank. Up the street, partly hidden, is a larger building that at this time or later housed the Olson store, and over is is seen the roof of the depot. The largest building on the east side of the street - the one with many windows - is the Carlson Hotel. Above it, just below the railroad crossing, is the newspaper office.'",,1911,yes,main streets; utility poles; hotels; hardware stores; downtowns; false fronts; banks; grade crossings; forests;  dry confier forests;,"Latah County, Idaho",46.79429,-116.55881,John B. Miller,pg12-102,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/43,43,34.jp2,/treesgrewtall/image/34.jp2,trees43
Logging team,"A team of horses and loggers working near Bovill, Idaho.",,1910,yes,horses; loggers; draft animals; traces; swingletrees; logs; timber; dry conifer forests; peavies; wedges; axes; hooks; cant hooks;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-184,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/44,44,171.jp2,/treesgrewtall/image/171.jp2,trees44
Potlatch Company Mess Hall,"Potlatch Company Mess Hall in Elk River, Idaho.",,1911,yes,mess halls; cooks; dining halls; men; women; children; girls; boys; timbers; truss beams; Warren trusses; tables; benches; kitchens; dishes; shelves;,"Clearwater County, Idaho",46.782902,-116.178905,John B. Miller,pg12-109,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/45,45,211.jp2,/treesgrewtall/image/211.jp2,trees45
Logging equipment and crew at Potlatch Lumber Company's Camp Eight,"The Camp 8 crew, standing in front of a donkey engine that is rigged, evidently as a jammer type loader, on a flat-car. On the hill behind is the mess of burned timber left by the 1914 fire. In line are Grandpa Hughes, Bill Hughes, Ed Connors, Byers Sanderson; Perd Hughes, Arlie Smith, Henry Smith, Young Bill Hughes, Sammy Lowe, George Chrystal, Charlie Rist (blacksmith), Billy Coffield, Oscar Palm (blacksmith, bald head), Frank Sanderson, Andy Breeding. The man on the machine is not identified.",,1914,yes,donkey engines; cables; rigging; jammers; railways; timbers; powerhouses; timbers; railroad ties; loggers; structural lumber; blocks; pullies; booms; cable logging; chokers; choker setters; fallers; blacksmiths; engineers; men;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-090,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6.5x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/46,46,85.jp2,/treesgrewtall/image/85.jp2,trees46
Elizabeth and A.A. Anderson and family,"From Trees Grew Tall: 'The A.A. Anderson family. Rear row (left to right): Minnis, Dinnis, and Buelah, and (standing slightly forward) Kyle in front of Dinnis), Clay, and Kate. In front (left to right): Laura, Mrs. Anderson--a sister-in-law--with Sally in her lap, Ellis, Elizabeth with baby Sally in her lap, Elizabeth (daughter), Mr. A.A. Anderson, Mabel, and Christie.'",,1910,yes,family portraits; group portraits; men; women; children; husbands; wives; brothers; sons; daughters; fathers; mothers; siblings; formal dress;,,,,John B. Miller,pg12-093,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5.5x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/47,47,91.jp2,/treesgrewtall/image/91.jp2,trees47
A log on the highline at Beal's Butte,"A log moves down the highline at Beal's Butte northwest of Bovill, Idaho.",,1908,yes,logs; timber; steam engines; cables; hooks; chains; lumberyards; winches; snow; dry conifer forests; spars; yardarms; landings; winches; yarders; yarding roads;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-181,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6.5x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/48,48,55.jp2,/treesgrewtall/image/55.jp2,trees48
Woods bosses at the Bovill train station,"Woods bosses at the Bovill train station. Left to right: Tillier Pelton, Billy O'Meara, Larry Murphy, 'Doc' Palmer, Dee Witt White.",,1908,yes,men; formal dress; clapboards; managers; engineers; loggers;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-176,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/49,49,208.jp2,/treesgrewtall/image/208.jp2,trees49
Interior of the Bovill store,"The interior of the Bovill store in Bovill, Idaho. The shelves are stocked with product.",,1905,yes,grocery stores; general stores; display cases; groceries; beer; cans;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-236,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/50,50,201.jp2,/treesgrewtall/image/201.jp2,trees50
A group of women in front of the Bovill Drug Store,"A group of women in front of the Bovill Drug Store. Left to right: Delia Crawford, Sophia Ellison, Mrs. Charles White, Mrs. Carleton Stockwell, Gertrude Hale Witty.",,1912,yes,women; drugstores; storefronts; main streets; sidewalks; utility poles; pets; dogs; umbrellas;,,46.85996,-116.395424,John B. Miller,pg12-153,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/51,51,100.jp2,/treesgrewtall/image/100.jp2,trees51
