title,description,creator,recipient,point of origin,date,date is approximate,subject,relation,latitude,longitude,digital collection,contributing institution,source,identifier,rights,rightsstatement,format original,type,digital format,language,file name,OCLC number,date created,date modified,reference URL,cdmid,CONTENTdm file name,CONTENTdm file path,objectid
Train 885 To Spalding,A photograph of Train #885 coming into Spalding across east leg of Wye switch.,"Morefield, Jim",,,1981-08-01,,color photographs; freight trains;  railroads (infrastructure);,,46.446765,-116.818467,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F24_007,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/39,39,234.jp2,/riegger/image/234.jp2,riegger39
Train Engine On Table To Go To Spokane,A photograph of engine #1098 carrying train engine #1416 onto the table to be turned to go out on Train #314 to Spokane.,"Hastings, Phil",,,1951-05-28,,freight trains;,,46.488083,-116.260967,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F19_013,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/40,40,290.jp2,/riegger/image/290.jp2,riegger40
NP Train Engine 375 At Troy,"Northern Pacific Train Engine 375, carrying Train #10, located near Troy, ID.","Nixon, Ron",,,1905-03-16,,freight trains; railroads (infrastructure);,,46.736903,-116.770084,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_035,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/41,41,102.jp2,/riegger/image/102.jp2,riegger41
"Railroad Map, Washington and Oregon",A map of railways in southeast Washington and northeast Oregon.,,,United States; Washington; Oregon;,,,historical maps; location maps;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F06_008,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,image;stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/42,42,187.jp2,/riegger/image/187.jp2,riegger42
Freight Train Moves Through the Mountains,A freight train moves through mountaineous terrain. There are sparse trees along the mountainside in the left-side of the picture. A river runs to the left and there is a road to the left of the river.,"Butler, Alfred",,,,,freight trains;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F12_003,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/43,43,180.jp2,/riegger/image/180.jp2,riegger43
"Letter from Al Butler to Hal Riegger, January 14, 1984","Correspondence between Al Butler and Hal Riegger discussing descriptions of several pitcures, as well as personal experience on the Camas Prairie Railroad.","Butler, Al","Riegger, Hal",United States; Idaho,1984-01-14,,freight trains; letters (correspondence);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F01_012,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Text,Text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/44,44,25.pdf,/riegger/image/25.pdf,riegger44
Tunnel 7 Rock Slide,A photograph of the aftermath of a rock slide just outside Tunnel #7 on the Camas Prairie Railroad.,"Cash, Earl",,,1905-04-23,,freight trains; railroads (infrastructure);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_035,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/45,45,143.jp2,/riegger/image/143.jp2,riegger45
"Letter from Ken Brovald to Hal Reigger, January 2, 1984",Correspondence between Hal Reigger and Ken Brovald further discussing photographs and endeavors relating to the Camas Prairie Railroad.,"Brovald, Ken","Riegger, Hal",United States; Alaska; Anchorage County; Anchorage;,1984-01-02,,freight trains; letters (correspondence);,,,,,,"MG 183 Hal Riegger Papers, 1981-1994",MG183_F11_015,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Text,Text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/46,46,160.pdf,/riegger/image/160.pdf,riegger46
"Letter from Hal Reigger to Ken Brovald, January 6, 1984","Final piece of correspondence between Hal Reigger and Ken Brovald where Hal thanks Ken for all of his help, insight, and information.","Riegger, Hal","Brovald, Ken",United States; California; Nevada County; Penn Valley,1984-01-06,,freight trains; letters (correspondence);,,,,,,"MG 183 Hal Riegger Papers, 1981-1995",MG183_F11_016,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Text,Text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/47,47,154.pdf,/riegger/image/154.pdf,riegger47
Train Engine Loading Lumber,"A photograph of what is colloquially known as a 'slide ass loader', describing a particular type of loading and transportation that is seen in this image.",Gruber,,,1905-04-10,yes,construction (assembling); freight trains; railroads (infrastructure);,,46.642283,-115.804161,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F18_020,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/48,48,386.jp2,/riegger/image/386.jp2,riegger48
"Letter from Al Butler to Hal Riegger, January 27, 1984","Correspondence between Al Butler and Hal Riegger. Butler provides descriptions of photographs and programs sent alongside the letter, as well as several life updates. There seems to be some sort of friendship or fondness developing between the two correspondents.","Butler, Al","Riegger, Hal",United States; Idaho;,1984-01-27,,freight trains; letters (correspondence);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F01_013,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Text,Text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/49,49,77.pdf,/riegger/image/77.pdf,riegger49
Freight Train Carrying Logs Across Countryside,A photograph of a freight train carrying logs across the countryside. In the background there is a wooden shed in front of a coniferous forest.,"Butler, Alfred",,,1928-12-09,yes,freight trains;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F12_007,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/50,50,114.jp2,/riegger/image/114.jp2,riegger50
Train 858 in Lapwai Canyon,"Train No. 858, the Grangeville Local, starts up the 4% grade in Lapwai Canyon near Culdesac.","Sullivan, Todd",,,1976-07-23,,freight trains; railroads (infrastructure); trees; roads,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F29_001,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/51,51,207.jp2,/riegger/image/207.jp2,riegger51
Scoop Smith and a Frozen Train Engine,"Railroad worker Scoop Smith standing in the snowy, winter terrain in front of a frozen, snow-covered train engine in Grangeville, Idaho.","Rikerd, Maynard",,,1905-05-03,,freight trains; railroads (infrastructure);,,46.235631,-116.241221,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F26_021,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/52,52,130.jp2,/riegger/image/130.jp2,riegger52
Kamiah Local Train Eastbound,"A photograph of Kamiah Local Train Eastbound at milepost 45, first subdivision between Orofino and Kamiah.","Morefield, Jim",,,1980-08-01,,color photographs; freight trains;  railroads (infrastructure);,,46.22682,-116.029601,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F24_005,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/53,53,358.jp2,/riegger/image/358.jp2,riegger53
Northern Pacific B-18 Locomotive,Northern Pacific B-18 railway post office locomotive stopped on railroad tracks next to a brick building.,Will Whittaker,,,1954-06-02,,locomotives; railway post offices; electrical posts;,,46.39973386,-117.0007997,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F32_009,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/54,54,151.jp2,/riegger/image/151.jp2,riegger54
"Letter from Hal Riegger to Todd Sullivan, June 1, 1984",Hal Riegger voices his frustrations over Todd Sullivans unresponsiveness after his $30 down payment. Riegger calls either for the photos or his money back right away.,"Riegger, Hal","Sullivan, Todd",United States; California; Nevada County; Penn Valley;,1984-06-01,,letters (correspondence);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F29_025,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,text,text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/55,55,121.pdf,/riegger/image/121.pdf,riegger55
"Letter from Hal Riegger to Everett Watson, October 19, 1983",Hal Riegger sends Everett Watson his prints of the Camas Prairie railroad and asks about making up prints of them. Riegger also asks to whom he should give credit for the photos if not Everett.,"Riegger, Hal",Everett Watson,United States; California; Nevada County; Penn Valley;,1983-10-19,,letters (correspondence);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F30_002,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,text,text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/56,56,35.pdf,/riegger/image/35.pdf,riegger56
